Freq[Hz]     dBSPL  Phase[Deg]
5.00000     -5.077   -37.107
5.07273     -4.387   -30.465
5.14651     -3.699   -23.743
5.22137     -3.014   -16.941
5.29732     -2.332   -10.056
5.37437     -1.652    -3.089
5.45254     -0.974     3.964
5.53185     -0.299    11.101
5.61231      0.374    18.326
5.69394      1.045    25.639
5.77676      1.714    33.042
5.86079      2.380    40.535
5.94604      3.044    48.119
6.03252      3.707    55.797
6.12027      4.367    63.569
6.20929      5.026    71.437
6.29961      5.682    79.401
6.39124      6.337    87.463
6.48420      6.990    95.624
6.57851      7.642   103.886
6.67420      8.292   112.250
6.77128      8.941   120.716
6.86977      9.588   129.287
6.96969     10.234   137.964
7.07107     10.879   146.749
7.17392     11.523   155.642
7.27827     12.166   164.645
7.38413     12.809   173.760
7.49154     13.451  -177.011
7.60050     14.092  -167.668
7.71105     14.733  -158.207
7.82321     15.374  -148.628
7.93701     16.014  -138.928
8.05245     16.655  -129.106
8.16958     17.297  -119.159
8.28841     17.939  -109.084
8.40896     18.581   -98.880
8.53128     19.225   -88.544
8.65537     19.869   -78.073
8.78126     20.515   -67.465
8.90899     21.162   -56.716
9.03857     21.811   -45.824
9.17004     22.462   -34.785
9.30342     23.115   -23.596
9.43874     23.770   -12.253
9.57603     24.427    -0.753
9.71532     25.087    10.909
9.85663     25.749    22.736
10.0000     26.413    34.732
10.1455     26.991  -120.311
10.2930     27.329  -122.784
10.4427     27.780   -67.682
10.5946     28.283   -52.067
10.7487     28.864   -21.900
10.9051     29.513    -7.357
11.0637     30.217    12.101
11.2246     30.956    25.350
11.3879     31.725    38.830
11.5535     32.519    50.917
11.7216     33.326    60.523
11.8921     34.141    71.547
12.0650     34.958    78.470
12.2405     35.774    88.596
12.4186     36.585    93.560
12.5992     37.392   102.926
12.7825     38.188   106.415
12.9684     38.980   115.159
13.1570     39.761   117.505
13.3484     40.536   125.473
13.5426     41.303   127.656
13.7395     42.055   134.108
13.9394     42.801   136.579
14.1421     43.541   141.784
14.3478     44.274   144.438
