Freq[Hz]     dBSPL  Phase[Deg]
5.00000     -4.271  -141.440
5.07273     -3.573  -134.083
5.14651     -2.878  -126.635
5.22137     -2.185  -119.093
5.29732     -1.496  -111.456
5.37437     -0.808  -103.723
5.45254     -0.124   -95.893
5.53185      0.559   -87.963
5.61231      1.238   -79.933
5.69394      1.916   -71.802
5.77676      2.591   -63.568
5.86079      3.263   -55.229
5.94604      3.934   -46.785
6.03252      4.602   -38.234
6.12027      5.268   -29.574
6.20929      5.932   -20.805
6.29961      6.595   -11.925
6.39124      7.255    -2.932
6.48420      7.913     6.175
6.57851      8.570    15.398
6.67420      9.225    24.737
6.77128      9.878    34.195
6.86977     10.530    43.772
6.96969     11.180    53.471
7.07107     11.829    63.293
7.17392     12.477    73.239
7.27827     13.124    83.312
7.38413     13.770    93.513
7.49154     14.415   103.843
7.60050     15.059   114.306
7.71105     15.703   124.901
7.82321     16.346   135.633
7.93701     16.989   146.502
8.05245     17.632   157.511
8.16958     18.276   168.662
8.28841     18.919   179.958
8.40896     19.563  -168.599
8.53128     20.208  -157.007
8.65537     20.853  -145.261
8.78126     21.500  -133.361
8.90899     22.148  -121.301
9.03857     22.797  -109.079
9.17004     23.448   -96.693
9.30342     24.101   -84.137
9.43874     24.756   -71.408
9.57603     25.412   -58.503
9.71532     26.071   -45.417
9.85663     26.733   -32.147
10.0000     27.396   -18.687
10.1455     27.977  -160.437
10.2930     28.315  -163.003
10.4427     28.766  -103.096
10.5946     29.267   -87.252
10.7487     29.847   -54.301
10.9051     30.494   -39.240
11.0637     31.197   -18.020
11.2246     31.934    -4.022
11.3879     32.701    10.575
11.5535     33.493    23.599
11.7216     34.300    33.862
11.8921     35.113    45.977
12.0650     35.929    53.207
12.2405     36.745    64.553
12.4186     37.555    69.549
12.5992     38.362    80.243
12.7825     39.158    83.533
12.9684     39.949    93.698
13.1570     40.730    95.661
13.3484     41.506   105.057
13.5426     42.272   106.931
13.7395     43.024   114.541
13.9394     43.771   116.909
14.1421     44.511   123.013
14.3478     45.243   125.741
14.5565     45.970   130.588
14.7683     46.687   133.585
14.9831     47.396   137.372
15.2010     48.100   140.610
15.4221     48.800   143.506
15.6464     49.494   146.910
15.8740     50.181   149.012
16.1049     50.864   152.554
16.3392     51.543   153.980
16.5768     52.217   157.644
16.8179     52.888   158.473
17.0626     53.557   162.197
17.3107     54.219   162.469
17.5625     54.879   166.179
17.8180     55.538   166.363
18.0771     56.196   169.447
18.3401     56.851   169.865
18.6068     57.504   172.322
18.8775     58.154   172.946
19.1521     58.802   174.824
19.4306     59.449   175.641
19.7133     60.098   177.000
20.0000     60.746   177.933
20.2909     61.393   178.777
20.5860     62.042   179.838
20.8855     62.691  -179.786
21.1893     63.339  -178.670
21.4975     63.986  -178.771
21.8102     64.633  -177.601
22.1274     65.284  -178.112
22.4492     65.934  -176.949
22.7758     66.584  -177.911
23.1071     67.236  -176.830
23.4432     67.884  -178.047
23.7841     68.532  -177.398
24.1301     69.178  -178.626
24.4811     69.821  -178.524
24.8372     70.462  -179.767
25.1984     71.099   179.777
25.5649     71.730   178.434
25.9368     72.348   177.416
26.3141     72.954   176.000
26.6968     73.549   174.431
27.0851     74.128   172.773
27.4791     74.685   170.668
27.8788     75.214   169.051
28.2843     75.717   166.581
28.6957     76.188   164.858
29.1131     76.633   161.903
29.5365     77.030   160.217
29.9661     77.403   157.280
30.4020     77.778   155.849
30.8442     78.116   152.956
31.2929     78.454   151.572
31.7480     78.778   148.721
32.2098     79.060   146.963
32.6783     79.351   144.340
33.1536     79.639   142.378
33.6359     79.893   139.896
34.1251     80.115   137.955
34.6215     80.329   135.862
35.1250     80.527   133.797
35.6359     80.692   131.832
36.1543     80.856   129.877
36.6802     81.026   128.351
37.2137     81.185   126.362
37.7550     81.339   125.130
