Freq[Hz]     dBSPL  Phase[Deg]
5.00000     -4.916    35.699
5.07273     -4.224    41.741
5.14651     -3.533    47.861
5.22137     -2.844    54.059
5.29732     -2.158    60.337
5.37437     -1.473    66.694
5.45254     -0.790    73.134
5.53185     -0.110    79.655
5.61231      0.569    86.261
5.69394      1.246    92.951
5.77676      1.922    99.727
5.86079      2.595   106.590
5.94604      3.267   113.541
6.03252      3.937   120.581
6.12027      4.606   127.711
6.20929      5.273   134.933
6.29961      5.939   142.247
6.39124      6.603   149.655
6.48420      7.266   157.159
6.57851      7.927   164.758
6.67420      8.588   172.455
6.77128      9.247  -179.749
6.86977      9.905  -171.853
6.96969     10.562  -163.856
7.07107     11.219  -155.755
7.17392     11.874  -147.551
7.27827     12.529  -139.241
7.38413     13.183  -130.823
7.49154     13.837  -122.297
7.60050     14.490  -113.660
7.71105     15.143  -104.912
7.82321     15.795   -96.049
7.93701     16.448   -87.071
8.05245     17.100   -77.975
8.16958     17.753   -68.760
8.28841     18.406   -59.423
8.40896     19.060   -49.962
8.53128     19.714   -40.375
8.65537     20.369   -30.660
8.78126     21.024   -20.814
8.90899     21.681   -10.834
9.03857     22.339    -0.719
9.17004     22.997     9.536
9.30342     23.658    19.932
9.43874     24.319    30.473
9.57603     24.982    41.162
9.71532     25.647    52.002
9.85663     26.313    62.996
10.0000     26.981    74.148
10.1455     27.506   -87.426
10.2930     27.867   -91.329
10.4427     28.309   -37.973
10.5946     28.807   -23.542
10.7487     29.381     5.684
10.9051     30.026    19.298
11.0637     30.725    38.089
11.2246     31.460    50.615
11.3879     32.226    63.536
11.5535     33.017    75.069
11.7216     33.823    84.158
11.8921     34.636    94.773
12.0650     35.452   101.189
12.2405     36.268   111.025
12.4186     37.080   115.474
12.5992     37.886   124.654
12.7825     38.683   127.615
12.9684     39.475   136.263
13.1570     40.257   138.063
13.3484     41.033   145.997
13.5426     41.800   147.681
13.7395     42.551   154.071
13.9394     43.298   156.134
14.1421     44.039   161.244
14.3478     44.772   163.566
14.5565     45.499   167.600
14.7683     46.216   170.108
14.9831     46.925   173.244
15.2010     47.630   175.921
15.4221     48.330   178.305
15.6464     49.024  -178.909
15.8740     49.711  -177.199
16.1049     50.394  -174.328
16.3392     51.073  -173.186
16.5768     51.748  -170.238
16.8179     52.419  -169.594
17.0626     53.088  -166.628
17.3107     53.750  -166.461
17.5625     54.409  -163.520
17.8180     55.067  -163.432
18.0771     55.725  -161.021
18.3401     56.379  -160.768
18.6068     57.032  -158.882
18.8775     57.683  -158.483
19.1521     58.330  -157.084
19.4306     58.977  -156.546
19.7133     59.625  -155.584
20.0000     60.272  -154.979
20.2909     60.919  -154.454
20.5860     61.567  -153.764
20.8855     62.214  -153.637
21.1893     62.862  -152.926
21.4975     63.508  -153.209
21.8102     64.155  -152.485
22.1274     64.804  -153.117
22.4492     65.454  -152.432
22.7758     66.103  -153.466
23.1071     66.754  -152.884
23.4432     67.401  -154.159
23.7841     68.047  -153.956
24.1301     68.693  -155.280
24.4811     69.335  -155.566
24.8372     69.975  -156.949
25.1984     70.610  -157.732
25.5649     71.240  -159.254
25.9368     71.856  -160.544
26.3141     72.461  -162.172
26.6968     73.054  -163.959
27.0851     73.632  -165.861
27.4791     74.188  -168.137
27.8788     74.716  -170.031
28.2843     75.217  -172.628
28.6957     75.685  -174.652
29.1131     76.129  -177.686
29.5365     76.524  -179.700
29.9661     76.897   177.317
30.4020     77.268   175.533
30.8442     77.605   172.626
31.2929     77.942   170.917
31.7480     78.263   168.013
32.2098     78.544   165.975
32.6783     78.833   163.268
33.1536     79.119   161.075
33.6359     79.371   158.480
34.1251     79.591   156.347
34.6215     79.803   154.114
35.1250     79.998   151.896
35.6359     80.161   149.767
36.1543     80.322   147.697
36.6802     80.490   145.986
37.2137     80.647   143.917
37.7550     80.798   142.477
38.3041     80.957   140.446
38.8613     81.112   138.987
39.4265     81.261   136.866
40.0000     81.415   135.813
40.5818     81.561   133.724
41.1721     81.704   132.631
41.7710     81.852   130.803
42.3785     81.993   129.674
42.9949     82.132   127.983
43.6203     82.275   126.774
44.2548     82.422   125.209
44.8985     82.568   123.925
45.5515     82.715   122.518
46.2141     82.863   121.199
46.8863     83.012   119.894
47.5683     83.161   118.479
48.2602     83.313   117.299
48.9621     83.471   115.834
49.6743     83.630   114.706
50.3968     83.792   113.083
51.1299     83.956   111.916
51.8736     84.102   110.115
52.6281     84.245   109.103
53.3936     84.399   107.396
54.1702     84.560   106.352
