Freq[Hz]     dBSPL  Phase[Deg]
5.00000     -3.824  -140.399
5.07273     -3.126  -133.058
5.14651     -2.430  -125.625
5.22137     -1.738  -118.097
5.29732     -1.047  -110.473
5.37437     -0.359  -102.752
5.45254      0.326   -94.932
5.53185      1.009   -87.013
5.61231      1.689   -78.993
5.69394      2.368   -70.870
5.77676      3.044   -62.644
5.86079      3.718   -54.312
5.94604      4.389   -45.874
6.03252      5.059   -37.328
6.12027      5.726   -28.673
6.20929      6.392   -19.907
6.29961      7.056   -11.029
6.39124      7.718    -2.037
6.48420      8.378     7.069
6.57851      9.036    16.292
6.67420      9.693    25.633
6.77128     10.348    35.094
6.86977     11.002    44.675
6.96969     11.654    54.379
7.07107     12.306    64.207
7.17392     12.956    74.161
7.27827     13.605    84.242
7.38413     14.253    94.452
7.49154     14.900   104.794
7.60050     15.547   115.268
7.71105     16.193   125.878
7.82321     16.838   136.624
7.93701     17.484   147.509
8.05245     18.129   158.536
8.16958     18.775   169.706
8.28841     19.420  -178.978
8.40896     20.066  -167.514
8.53128     20.713  -155.898
8.65537     21.361  -144.129
8.78126     22.009  -132.202
8.90899     22.659  -120.116
9.03857     23.310  -107.867
9.17004     23.962   -95.452
9.30342     24.616   -82.866
9.43874     25.272   -70.107
9.57603     25.929   -57.170
9.71532     26.589   -44.053
9.85663     27.251   -30.749
10.0000     27.915   -17.256
10.1455     28.487  -159.036
10.2930     28.829  -161.562
10.4427     29.280  -101.640
10.5946     29.780   -85.776
10.7487     30.358   -52.804
10.9051     31.005   -37.719
11.0637     31.707   -16.474
11.2246     32.443    -2.450
11.3879     33.210    12.174
11.5535     34.001    25.225
11.7216     34.807    35.517
11.8921     35.621    47.661
12.0650     36.436    54.919
12.2405     37.252    66.295
12.4186     38.062    71.320
12.5992     38.869    82.044
12.7825     39.665    85.365
12.9684     40.456    95.559
13.1570     41.237    97.554
13.3484     42.013   106.981
13.5426     42.779   108.885
13.7395     43.531   116.527
13.9394     44.278   118.927
14.1421     45.018   125.063
14.3478     45.750   127.824
14.5565     46.476   132.704
14.7683     47.193   135.734
14.9831     47.902   139.555
15.2010     48.607   142.826
15.4221     49.307   145.757
15.6464     50.001   149.196
15.8740     50.688   151.334
16.1049     51.371   154.912
16.3392     52.050   156.373
16.5768     52.724   160.074
16.8179     53.395   160.940
17.0626     54.064   164.702
17.3107     54.726   165.012
17.5625     55.386   168.761
17.8180     56.045   168.984
18.0771     56.703   172.107
18.3401     57.357   172.565
18.6068     58.011   175.063
18.8775     58.661   175.729
19.1521     59.309   177.648
19.4306     59.956   178.507
19.7133     60.605   179.909
20.0000     61.253  -179.115
20.2909     61.900  -178.226
20.5860     62.548  -177.121
20.8855     63.197  -176.700
21.1893     63.845  -175.538
21.4975     64.492  -175.592
21.8102     65.139  -174.375
22.1274     65.790  -174.839
22.4492     66.440  -173.627
22.7758     67.090  -174.540
23.1071     67.742  -173.409
23.4432     68.390  -174.576
23.7841     69.038  -173.876
24.1301     69.684  -175.052
24.4811     70.327  -174.898
24.8372     70.968  -176.088
25.1984     71.604  -176.490
25.5649     72.236  -177.779
25.9368     72.853  -178.741
26.3141     73.459   179.900
26.6968     74.054   178.387
27.0851     74.633   176.787
27.4791     75.190   174.740
27.8788     75.719   173.183
28.2843     76.222   170.773
28.6957     76.692   169.111
29.1131     77.138   166.217
29.5365     77.534   164.594
29.9661     77.907   161.721
30.4020     78.282   160.355
30.8442     78.619   157.526
31.2929     78.958   156.209
31.7480     79.281   153.425
32.2098     79.563   151.735
32.6783     79.855   149.181
33.1536     80.143   147.289
33.6359     80.397   144.879
34.1251     80.619   143.010
34.6215     80.833   140.990
35.1250     81.030   138.999
35.6359     81.195   137.110
36.1543     81.359   135.231
36.6802     81.530   133.783
37.2137     81.689   131.872
37.7550     81.843   130.720
38.3041     82.004   128.813
38.8613     82.161   127.667
39.4265     82.313   125.642
40.0000     82.469   124.921
40.5818     82.618   122.916
41.1721     82.764   122.139
41.7710     82.915   120.414
42.3785     83.059   119.567
42.9949     83.201   118.005
43.6203     83.347   117.046
44.2548     83.497   115.635
44.8985     83.646   114.573
45.5515     83.797   113.342
46.2141     83.949   112.215
46.8863     84.101   111.106
47.5683     84.254   109.857
48.2602     84.410   108.895
48.9621     84.572   107.567
49.6743     84.735   106.672
50.3968     84.901   105.165
51.1299     85.069   104.254
51.8736     85.220   102.546
52.6281     85.368   101.796
53.3936     85.525   100.161
54.1702     85.691    99.388
54.9581     85.858    97.744
55.7575     86.024    96.778
56.5685     86.192    95.171
57.3914     86.361    93.987
58.2261     86.525    92.371
59.0730     86.679    90.994
59.9323     86.826    89.418
60.8040     86.976    87.941
61.6884     87.126    86.414
62.5857     87.267    84.748
63.4960     87.401    83.235
64.4196     87.529    81.464
65.3566     87.655    80.018
66.3073     87.776    78.084
67.2717     87.887    76.634
68.2502     87.990    74.586
69.2429     88.084    73.193
70.2501     88.169    71.056
71.2719     88.247    69.645
72.3086     88.315    67.570
