Freq[Hz]     dBSPL  Phase[Deg]
5.00000     -5.605    34.270
5.07273     -4.913    40.329
5.14651     -4.222    46.463
5.22137     -3.534    52.675
5.29732     -2.848    58.965
5.37437     -2.164    65.335
5.45254     -1.482    71.785
5.53185     -0.802    78.316
5.61231     -0.124    84.930
5.69394      0.551    91.628
5.77676      1.225    98.410
5.86079      1.897   105.278
5.94604      2.568   112.233
6.03252      3.236   119.275
6.12027      3.903   126.407
6.20929      4.568   133.629
6.29961      5.232   140.943
6.39124      5.894   148.349
6.48420      6.555   155.849
6.57851      7.214   163.444
6.67420      7.872   171.135
6.77128      8.529   178.923
6.86977      9.185  -173.190
6.96969      9.839  -165.203
7.07107     10.493  -157.115
7.17392     11.146  -148.924
7.27827     11.798  -140.629
7.38413     12.449  -132.228
7.49154     13.100  -123.720
7.60050     13.750  -115.103
7.71105     14.401  -106.376
7.82321     15.050   -97.536
7.93701     15.700   -88.583
8.05245     16.350   -79.513
8.16958     17.001   -70.326
8.28841     17.651   -61.018
8.40896     18.302   -51.589
8.53128     18.954   -42.035
8.65537     19.607   -32.354
8.78126     20.260   -22.543
8.90899     20.915   -12.601
9.03857     21.571    -2.524
9.17004     22.228     7.691
9.30342     22.887    18.046
9.43874     23.547    28.545
9.57603     24.209    39.192
9.71532     24.873    49.988
9.85663     25.539    60.938
10.0000     26.206    72.046
10.1455     26.740   -89.502
10.2930     27.097   -93.458
10.4427     27.540   -40.125
10.5946     28.039   -25.725
10.7487     28.614     3.470
10.9051     29.259    17.050
11.0637     29.959    35.806
11.2246     30.696    48.296
11.3879     31.463    61.178
11.5535     32.254    72.672
11.7216     33.060    81.721
11.8921     33.874    92.296
12.0650     34.691    98.670
12.2405     35.507   108.465
12.4186     36.318   112.871
12.5992     37.125   122.009
12.7825     37.922   124.927
12.9684     38.714   133.532
13.1570     39.496   135.287
13.3484     40.272   143.177
13.5426     41.039   144.817
13.7395     41.790   151.162
13.9394     42.537   153.179
14.1421     43.278   158.243
14.3478     44.011   160.518
14.5565     44.738   164.504
14.7683     45.455   166.964
14.9831     46.164   170.052
15.2010     46.869   172.680
15.4221     47.569   175.014
15.6464     48.263   177.750
15.8740     48.950   179.409
16.1049     49.633  -177.772
16.3392     50.312  -176.683
16.5768     50.987  -173.787
16.8179     51.658  -173.197
17.0626     52.327  -170.285
17.3107     52.989  -170.173
17.5625     53.648  -167.289
17.8180     54.307  -167.257
18.0771     54.964  -164.904
18.3401     55.619  -164.709
18.6068     56.272  -162.882
18.8775     56.922  -162.542
19.1521     57.569  -161.204
19.4306     58.216  -160.727
19.7133     58.865  -159.828
20.0000     59.512  -159.285
20.2909     60.159  -158.824
20.5860     60.806  -158.199
20.8855     61.454  -158.138
21.1893     62.102  -157.493
21.4975     62.748  -157.844
21.8102     63.395  -157.188
22.1274     64.044  -157.889
22.4492     64.694  -157.274
22.7758     65.344  -158.379
23.1071     65.995  -157.870
23.4432     66.641  -159.217
23.7841     67.288  -159.089
24.1301     67.933  -160.488
24.4811     68.576  -160.850
24.8372     69.216  -162.311
25.1984     69.851  -163.172
25.5649     70.482  -164.773
25.9368     71.098  -166.144
26.3141     71.702  -167.854
26.6968     72.296  -169.724
27.0851     72.874  -171.709
27.4791     73.430  -174.071
27.8788     73.958  -176.052
28.2843     74.459  -178.736
28.6957     74.928   179.151
29.1131     75.372   176.028
29.5365     75.767   173.922
29.9661     76.139   170.846
30.4020     76.511   168.968
30.8442     76.847   165.966
31.2929     77.185   164.160
31.7480     77.506   161.158
32.2098     77.787   159.021
32.6783     78.076   156.213
33.1536     78.362   153.918
33.6359     78.614   151.219
34.1251     78.834   148.981
34.6215     79.046   146.641
35.1250     79.242   144.315
35.6359     79.404   142.075
36.1543     79.566   139.894
36.6802     79.734   138.070
37.2137     79.891   135.886
37.7550     80.042   134.330
38.3041     80.201   132.181
38.8613     80.356   130.602
39.4265     80.505   128.359
40.0000     80.658   127.183
40.5818     80.804   124.969
41.1721     80.947   123.750
41.7710     81.096   121.793
42.3785     81.236   120.533
42.9949     81.375   118.710
43.6203     81.518   117.367
44.2548     81.665   115.666
44.8985     81.810   114.243
45.5515     81.957   112.696
46.2141     82.106   111.235
46.8863     82.255   109.786
47.5683     82.403   108.225
48.2602     82.556   106.895
48.9621     82.713   105.279
49.6743     82.872   103.999
50.3968     83.035   102.221
51.1299     83.198   100.897
51.8736     83.344    98.936
52.6281     83.487    97.762
53.3936     83.641    95.889
54.1702     83.802    94.678
54.9581     83.963    92.778
55.7575     84.125    91.406
56.5685     84.288    89.513
57.3914     84.452    87.941
58.2261     84.610    86.020
59.0730     84.759    84.273
59.9323     84.900    82.365
60.8040     85.044    80.538
61.6884     85.188    78.659
62.5857     85.323    76.659
63.4960     85.450    74.771
64.4196     85.572    72.682
65.3566     85.691    70.842
66.3073     85.806    68.603
67.2717     85.910    66.738
68.2502     86.006    64.401
69.2429     86.093    62.572
70.2501     86.171    60.155
71.2719     86.241    58.304
72.3086     86.301    55.929
73.3603     86.353    54.032
74.4274     86.400    51.765
75.5099     86.440    49.845
76.6083     86.470    47.642
77.7226     86.475    45.628
78.8531     86.466    43.669
80.0000     86.482    41.961
81.1636     86.518    40.128
82.3442     86.546    38.147
83.5419     86.564    36.273
84.7570     86.572    34.293
85.9899     86.571    32.549
87.2406     86.566    30.632
88.5096     86.578    29.082
89.7970     86.601    27.067
91.1031     86.610    25.431
92.4282     86.612    23.398
93.7726     86.614    21.839
95.1366     86.617    19.848
96.5204     86.623    18.202
97.9243     86.622    16.181
99.3486     86.605    14.484
100.794     86.575    12.626
102.260     86.536    11.102
103.747     86.529     9.771
105.256     86.604     8.402
106.787     86.691     6.472
108.340     86.720     4.273
109.916     86.724     2.199
111.515     86.712    -0.002
113.137     86.679    -1.996
114.783     86.633    -4.055
116.452     86.589    -5.756
118.146     86.555    -7.698
119.865     86.526    -9.357
121.608     86.496   -11.372
123.377     86.465   -13.015
125.171     86.422   -15.023
126.992     86.369   -16.517
128.839     86.374   -18.130
130.713     86.418   -19.997
132.615     86.403   -22.385
134.543     86.341   -24.465
136.500     86.276   -26.477
138.486     86.209   -28.373
140.500     86.137   -30.243
142.544     86.069   -31.994
144.617     86.025   -33.635
146.721     85.999   -35.529
148.855     85.946   -37.460
151.020     85.869   -39.378
153.217     85.818   -40.917
155.445     85.802   -42.845
157.706     85.767   -44.770
160.000     85.703   -46.913
162.327     85.636   -48.671
164.688     85.573   -50.717
167.084     85.501   -52.542
169.514     85.419   -54.474
171.980     85.347   -56.141
174.481     85.286   -57.924
177.019     85.239   -59.585
179.594     85.201   -61.414
182.206     85.160   -63.242
184.856     85.120   -65.052
187.545     85.104   -66.895
190.273     85.085   -68.884
193.041     85.051   -70.914
195.849     85.041   -72.801
198.697     85.054   -74.978
201.587     85.064   -77.324
204.520     85.035   -80.063
207.494     84.965   -82.587
210.512     84.881   -85.210
213.574     84.777   -87.580
216.681     84.665   -89.980
219.833     84.563   -92.153
223.030     84.452   -94.446
226.274     84.356   -96.429
229.565     84.284   -98.629
232.905     84.205  -100.787
236.292     84.129  -102.960
239.729     84.075  -105.108
243.216     84.035  -107.449
246.754     83.976  -109.946
250.343     83.904  -112.374
253.984     83.839  -114.902
257.678     83.752  -117.435
261.426     83.662  -119.852
265.229     83.600  -122.256
269.087     83.525  -124.906
273.001     83.436  -127.359
276.972     83.360  -129.880
281.000     83.298  -132.297
285.088     83.244  -134.976
289.234     83.180  -137.622
293.441     83.111  -140.357
297.709     83.043  -143.019
302.040     82.979  -145.726
306.433     82.933  -148.445
310.890     82.879  -151.366
315.412     82.815  -154.238
320.000     82.757  -157.117
324.655     82.704  -160.050
329.377     82.652  -163.007
334.168     82.604  -166.069
339.028     82.554  -169.120
343.959     82.512  -172.266
348.962     82.469  -175.480
354.038     82.422  -178.806
359.188     82.369   177.863
364.412     82.305   174.353
369.713     82.219   171.012
375.090     82.144   167.651
380.546     82.072   164.323
386.081     81.997   160.928
391.697     81.926   157.576
397.394     81.857   154.169
403.175     81.786   150.769
409.039     81.712   147.337
414.989     81.647   143.966
421.025     81.581   140.542
427.149     81.516   137.118
433.362     81.452   133.673
439.665     81.385   130.249
446.060     81.325   126.841
452.548     81.273   123.478
459.131     81.222   120.034
465.809     81.176   116.647
472.584     81.141   113.202
479.458     81.097   109.716
486.432     81.063   106.322
493.507     81.040   102.800
500.686     81.020    99.261
507.968     80.995    95.323
515.357     80.889    91.538
522.853     80.789    88.112
530.458     80.698    84.755
538.174     80.618    81.520
546.002     80.549    78.332
553.943     80.488    75.172
562.001     80.433    72.100
570.175     80.384    69.054
578.469     80.356    66.139
586.883     80.361    63.141
595.419     80.393    59.990
604.080     80.427    56.496
612.866     80.419    52.652
621.780     80.310    48.922
630.824     80.213    45.811
640.000     80.126    42.545
649.309     80.041    39.583
658.753     79.958    36.593
668.335     79.886    33.808
678.056     79.822    30.889
687.919     79.755    28.121
697.925     79.704    25.343
708.077     79.649    22.581
718.376     79.586    19.909
728.825     79.545    17.279
739.426     79.503    14.660
750.181     79.466    12.067
761.093     79.436     9.511
772.163     79.410     6.945
783.394     79.383     4.394
794.789     79.370     1.838
806.349     79.359    -0.676
818.078     79.349    -3.300
829.977     79.336    -5.723
842.050     79.336    -8.350
854.298     79.328   -10.610
866.724     79.404   -13.183
879.330     79.433   -16.084
892.120     79.458   -18.919
905.097     79.464   -21.853
918.262     79.467   -24.817
931.618     79.458   -27.748
945.169     79.443   -30.676
958.917     79.426   -33.584
972.864     79.396   -36.553
987.015     79.370   -39.481
1001.37     79.340   -42.484
1015.94     79.295   -45.559
1030.71     79.221   -48.609
1045.71     79.133   -51.457
1060.92     79.054   -54.215
1076.35     78.979   -56.998
1092.00     78.912   -59.597
1107.89     78.853   -62.242
1124.00     78.796   -64.904
1140.35     78.749   -67.687
1156.94     78.702   -70.313
1173.77     78.647   -73.158
1190.84     78.610   -75.899
1208.16     78.560   -78.812
1225.73     78.504   -81.715
1243.56     78.429   -84.619
1261.65     78.359   -87.442
1280.00     78.278   -90.255
1298.62     78.212   -93.075
1317.51     78.146   -95.883
1336.67     78.079   -98.770
1356.11     78.000  -101.579
1375.84     77.934  -104.398
1395.85     77.875  -107.107
1416.15     77.823  -110.049
1436.75     77.767  -112.914
1457.65     77.707  -115.881
1478.85     77.652  -118.721
1500.36     77.608  -121.790
1522.19     77.570  -124.667
1544.33     77.531  -127.927
1566.79     77.474  -131.011
1589.58     77.428  -134.194
1612.70     77.384  -137.357
1636.16     77.339  -140.688
1659.95     77.289  -143.963
1684.10     77.234  -147.338
1708.60     77.186  -150.669
1733.45     77.142  -154.062
