Freq[Hz]     dBSPL  Phase[Deg]
5.00000     -6.374    30.749
5.07273     -5.673    36.901
5.14651     -4.975    43.128
5.22137     -4.279    49.431
5.29732     -3.587    55.809
5.37437     -2.897    62.266
5.45254     -2.210    68.800
5.53185     -1.526    75.415
5.61231     -0.845    82.110
5.69394     -0.166    88.887
5.77676      0.510    95.746
5.86079      1.184   102.689
5.94604      1.855   109.717
6.03252      2.524   116.830
6.12027      3.191   124.031
6.20929      3.855   131.319
6.29961      4.517   138.696
6.39124      5.177   146.163
6.48420      5.835   153.721
6.57851      6.491   161.371
6.67420      7.145   169.113
6.77128      7.797   176.950
6.86977      8.448  -175.117
6.96969      9.097  -167.089
7.07107      9.745  -158.963
7.17392     10.391  -150.738
7.27827     11.036  -142.413
7.38413     11.680  -133.987
7.49154     12.323  -125.458
7.60050     12.965  -116.825
7.71105     13.606  -108.086
7.82321     14.247   -99.241
7.93701     14.888   -90.287
8.05245     15.529   -81.222
8.16958     16.170   -72.045
8.28841     16.811   -62.753
8.40896     17.452   -53.345
8.53128     18.094   -43.819
8.65537     18.737   -34.171
8.78126     19.381   -24.400
8.90899     20.027   -14.502
9.03857     20.674    -4.476
9.17004     21.323     5.683
9.30342     21.973    15.978
9.43874     22.626    26.411
9.57603     23.281    36.986
9.71532     23.939    47.707
9.85663     24.599    58.579
10.0000     25.262    69.604
10.1455     25.837   -91.899
10.2930     26.174   -95.916
10.4427     26.623   -42.620
10.5946     27.127   -28.263
10.7487     27.706     0.881
10.9051     28.355    14.405
11.0637     29.058    33.100
11.2246     29.796    45.527
11.3879     30.565    58.345
11.5535     31.357    69.774
11.7216     32.164    78.757
11.8921     32.978    89.266
12.0650     33.795    95.575
12.2405     34.611   105.304
12.4186     35.422   109.646
12.5992     36.228   118.719
12.7825     37.025   121.572
12.9684     37.816   130.113
13.1570     38.597   131.804
13.3484     39.372   139.630
13.5426     40.139   141.204
13.7395     40.890   147.485
13.9394     41.636   149.437
14.1421     42.376   154.435
14.3478     43.108   156.644
14.5565     43.834   160.564
14.7683     44.551   162.956
14.9831     45.260   165.977
15.2010     45.964   168.536
15.4221     46.664   170.802
15.6464     47.357   173.467
15.8740     48.044   175.056
16.1049     48.727   177.803
16.3392     49.405   178.821
16.5768     50.079  -178.356
16.8179     50.750  -177.840
17.0626     51.419  -175.003
17.3107     52.080  -174.966
17.5625     52.739  -172.158
17.8180     53.398  -172.204
18.0771     54.056  -169.928
18.3401     54.710  -169.813
18.6068     55.363  -168.065
18.8775     56.013  -167.807
19.1521     56.660  -166.551
19.4306     57.307  -166.157
19.7133     57.955  -165.342
20.0000     58.603  -164.884
20.2909     59.250  -164.509
20.5860     59.897  -163.972
20.8855     60.545  -163.999
21.1893     61.193  -163.444
21.4975     61.839  -163.885
21.8102     62.486  -163.321
22.1274     63.136  -164.115
22.4492     63.786  -163.594
22.7758     64.435  -164.795
23.1071     65.086  -164.382
23.4432     65.734  -165.827
23.7841     66.380  -165.798
24.1301     67.026  -167.297
24.4811     67.669  -167.761
24.8372     68.309  -169.324
25.1984     68.945  -170.289
25.5649     69.575  -171.996
25.9368     70.192  -173.474
26.3141     70.797  -175.292
26.6968     71.391  -177.272
27.0851     71.969  -179.369
27.4791     72.525   178.157
27.8788     73.053   176.062
28.2843     73.555   173.262
28.6957     74.024   171.032
29.1131     74.468   167.790
29.5365     74.863   165.564
29.9661     75.236   162.366
30.4020     75.608   160.365
30.8442     75.945   157.237
31.2929     76.282   155.304
31.7480     76.604   152.173
32.2098     76.885   149.906
32.6783     77.174   146.966
33.1536     77.460   144.536
33.6359     77.713   141.702
34.1251     77.933   139.326
34.6215     78.145   136.846
35.1250     78.341   134.378
35.6359     78.503   131.995
36.1543     78.665   129.668
36.6802     78.833   127.696
37.2137     78.990   125.363
37.7550     79.141   123.655
38.3041     79.300   121.352
38.8613     79.455   119.617
39.4265     79.604   117.216
40.0000     79.758   115.879
40.5818     79.904   113.502
41.1721     80.047   112.117
41.7710     80.195   109.992
42.3785     80.336   108.563
42.9949     80.474   106.567
43.6203     80.618   105.049
44.2548     80.764   103.171
44.8985     80.909   101.568
45.5515     81.056    99.838
46.2141     81.204    98.191
46.8863     81.353    96.554
47.5683     81.502    94.802
48.2602     81.654    93.279
48.9621     81.811    91.467
49.6743     81.970    89.986
50.3968     82.132    88.006
51.1299     82.295    86.480
51.8736     82.442    84.308
52.6281     82.584    82.921
53.3936     82.738    80.832
54.1702     82.898    79.401
54.9581     83.060    77.279
55.7575     83.222    75.681
56.5685     83.385    73.558
57.3914     83.548    71.754
58.2261     83.706    69.596
59.0730     83.855    67.610
59.9323     83.996    65.459
60.8040     84.139    63.385
61.6884     84.284    61.255
62.5857     84.418    59.002
63.4960     84.546    56.856
64.4196     84.667    54.504
65.3566     84.787    52.399
66.3073     84.901    49.890
67.2717     85.005    47.753
68.2502     85.101    45.138
69.2429     85.188    43.027
70.2501     85.265    40.325
71.2719     85.335    38.183
72.3086     85.395    35.515
73.3603     85.447    33.319
74.4274     85.494    30.750
75.5099     85.534    28.522
76.6083     85.564    26.008
77.7226     85.569    23.677
78.8531     85.560    21.398
80.0000     85.575    19.365
81.1636     85.612    17.202
82.3442     85.640    14.885
83.5419     85.658    12.672
84.7570     85.666    10.347
85.9899     85.665     8.253
87.2406     85.660     5.982
88.5096     85.672     4.071
89.7970     85.695     1.691
91.1031     85.704    -0.315
92.4282     85.706    -2.724
93.7726     85.709    -4.664
95.1366     85.712    -7.041
96.5204     85.718    -9.079
97.9243     85.717   -11.497
99.3486     85.700   -13.597
100.794     85.671   -15.863
102.260     85.632   -17.802
103.747     85.626   -19.553
105.256     85.701   -21.347
106.787     85.789   -23.709
108.340     85.819   -26.346
109.916     85.823   -28.864
111.515     85.811   -31.514
113.137     85.779   -33.964
114.783     85.734   -36.484
116.452     85.690   -38.653
118.146     85.657   -41.069
119.865     85.629   -43.208
121.608     85.599   -45.710
123.377     85.570   -47.846
125.171     85.527   -50.352
126.992     85.475   -52.351
128.839     85.481   -54.476
130.713     85.526   -56.861
132.615     85.512   -59.772
134.543     85.452   -62.381
136.500     85.387   -64.928
138.486     85.322   -67.365
140.500     85.251   -69.782
142.544     85.184   -72.086
144.617     85.142   -74.287
146.721     85.116   -76.745
148.855     85.065   -79.245
151.020     84.988   -81.738
153.217     84.938   -83.858
155.445     84.924   -86.374
157.706     84.890   -88.891
160.000     84.826   -91.628
162.327     84.760   -93.984
164.688     84.698   -96.634
167.084     84.626   -99.067
169.514     84.544  -101.608
171.980     84.472  -103.887
174.481     84.411  -106.279
177.019     84.365  -108.548
179.594     84.328  -110.993
182.206     84.287  -113.438
184.856     84.248  -115.866
187.545     84.233  -118.333
190.273     84.214  -120.946
193.041     84.180  -123.597
195.849     84.172  -126.121
198.697     84.184  -128.960
201.587     84.187  -131.948
204.520     84.152  -135.315
207.494     84.073  -138.460
210.512     83.980  -141.684
213.574     83.864  -144.641
216.681     83.742  -147.608
219.833     83.628  -150.335
223.030     83.505  -153.159
226.274     83.398  -155.651
229.565     83.317  -158.361
232.905     83.226  -161.014
236.292     83.139  -163.672
239.729     83.071  -166.300
243.216     83.011  -169.088
246.754     82.932  -171.972
250.343     82.845  -174.747
253.984     82.767  -177.620
257.678     82.665   179.508
261.426     82.561   176.742
265.229     82.471   174.011
269.087     82.361   171.141
273.001     82.244   168.567
276.972     82.151   165.942
281.000     82.067   163.407
285.088     81.990   160.671
289.234     81.905   158.007
293.441     81.816   155.268
297.709     81.722   152.607
302.040     81.623   149.982
306.433     81.545   147.430
310.890     81.462   144.696
315.412     81.362   142.056
320.000     81.263   139.461
324.655     81.162   136.906
329.377     81.059   134.444
334.168     80.968   131.991
339.028     80.873   129.633
343.959     80.794   127.311
348.962     80.727   124.989
354.038     80.663   122.616
359.188     80.607   120.297
364.412     80.563   117.771
369.713     80.483   115.289
375.090     80.405   112.896
380.546     80.333   110.596
386.081     80.260   108.240
391.697     80.188   105.976
397.394     80.116   103.723
403.175     80.044   101.554
409.039     79.976    99.392
414.989     79.916    97.402
421.025     79.865    95.382
427.149     79.824    93.425
433.362     79.802    91.471
439.665     79.781    89.470
446.060     79.772    87.493
452.548     79.771    85.570
459.131     79.779    83.529
465.809     79.790    81.582
472.584     79.826    79.561
479.458     79.855    77.450
486.432     79.900    75.439
493.507     79.964    73.208
500.686     80.030    70.951
507.968     80.117    68.137
515.357     80.091    65.266
522.853     80.051    62.827
530.458     80.020    60.436
538.174     79.988    58.181
546.002     79.965    56.014
553.943     79.951    53.862
562.001     79.939    51.793
570.175     79.929    49.749
578.469     79.935    47.898
586.883     79.985    46.008
595.419     80.073    43.961
604.080     80.177    41.543
612.866     80.253    38.626
621.780     80.211    35.661
630.824     80.166    33.361
640.000     80.136    30.907
649.309     80.104    28.727
658.753     80.072    26.527
668.335     80.053    24.509
678.056     80.041    22.357
687.919     80.029    20.326
697.925     80.030    18.320
708.077     80.043    16.343
718.376     80.054    14.323
728.825     80.079    12.303
739.426     80.102    10.292
750.181     80.131     8.297
761.093     80.169     6.323
772.163     80.217     4.315
783.394     80.265     2.287
794.789     80.332     0.237
806.349     80.405    -1.815
818.078     80.484    -4.016
829.977     80.563    -6.073
842.050     80.662    -8.389
854.298     80.753   -10.415
866.724     80.936   -12.815
879.330     81.079   -15.674
892.120     81.221   -18.646
905.097     81.325   -21.994
918.262     81.379   -25.458
931.618     81.392   -28.788
945.169     81.390   -32.027
958.917     81.380   -35.209
972.864     81.351   -38.435
987.015     81.321   -41.609
1001.37     81.280   -44.852
1015.94     81.218   -48.162
1030.71     81.120   -51.446
1045.71     81.000   -54.525
1060.92     80.881   -57.507
1076.35     80.758   -60.502
1092.00     80.634   -63.302
1107.89     80.511   -66.127
1124.00     80.379   -68.944
1140.35     80.249   -71.846
1156.94     80.108   -74.544
1173.77     79.951   -77.407
1190.84     79.803   -80.039
1208.16     79.658   -82.705
1225.73     79.523   -85.394
1243.56     79.373   -88.137
1261.65     79.228   -90.852
1280.00     79.068   -93.578
1298.62     78.921   -96.335
1317.51     78.769   -99.096
1336.67     78.615  -101.949
1356.11     78.445  -104.740
1375.84     78.287  -107.534
