Freq[Hz]     dBSPL  Phase[Deg]
5.00000     -4.311    14.396
5.07273     -3.688    22.536
5.14651     -3.064    30.812
5.22137     -2.440    39.225
5.29732     -1.815    47.777
5.37437     -1.191    56.471
5.45254     -0.565    65.306
5.53185      0.060    74.287
5.61231      0.686    83.413
5.69394      1.313    92.688
5.77676      1.940   102.113
5.86079      2.568   111.690
5.94604      3.196   121.421
6.03252      3.825   131.308
6.12027      4.455   141.352
6.20929      5.086   151.557
6.29961      5.718   161.923
6.39124      6.350   172.453
6.48420      6.984  -176.852
6.57851      7.618  -165.989
6.67420      8.254  -154.956
6.77128      8.891  -143.751
6.86977      9.529  -132.372
6.96969     10.169  -120.817
7.07107     10.810  -109.085
7.17392     11.452   -97.173
7.27827     12.096   -85.078
7.38413     12.742   -72.800
7.49154     13.389   -60.336
7.60050     14.038   -47.683
7.71105     14.688   -34.841
7.82321     15.341   -21.806
7.93701     15.995    -8.577
8.05245     16.651     4.848
8.16958     17.309    18.472
8.28841     17.969    32.296
8.40896     18.631    46.323
8.53128     19.295    60.555
8.65537     19.962    74.994
8.78126     20.630    89.641
8.90899     21.300   104.501
9.03857     21.972   119.573
9.17004     22.646   134.862
9.30342     23.322   150.369
9.43874     24.000   166.097
9.57603     24.680  -177.952
9.71532     25.362  -161.776
9.85663     26.045  -145.371
10.0000     26.730  -128.735
10.1455     27.156   112.595
10.2930     27.584   112.161
10.4427     28.031   179.908
10.5946     28.539  -162.241
10.7487     29.122  -124.713
10.9051     29.780  -107.670
11.0637     30.491   -83.381
11.2246     31.240   -67.434
11.3879     32.018   -50.675
11.5535     32.820   -35.733
11.7216     33.636   -23.922
11.8921     34.459    -9.901
12.0650     35.284    -1.566
12.2405     36.107    11.676
12.4186     36.926    17.433
12.5992     37.738    30.014
12.7825     38.541    33.802
12.9684     39.337    45.858
13.1570     40.125    48.093
13.3484     40.903    59.311
13.5426     41.675    61.494
13.7395     42.430    70.633
13.9394     43.181    73.441
14.1421     43.925    80.815
14.3478     44.661    84.097
14.5565     45.390    89.986
14.7683     46.110    93.634
14.9831     46.822    98.271
15.2010     47.530   102.243
15.4221     48.232   105.820
15.6464     48.928   110.035
15.8740     49.618   112.667
16.1049     50.303   117.084
16.3392     50.984   118.908
16.5768     51.660   123.508
16.8179     52.334   124.623
17.0626     53.005   129.331
17.3107     53.669   129.773
17.5625     54.331   134.495
17.8180     54.992   134.848
18.0771     55.652   138.827
18.3401     56.308   139.498
18.6068     56.963   142.725
18.8775     57.616   143.679
19.1521     58.266   146.214
19.4306     58.915   147.431
19.7133     59.566   149.339
20.0000     60.215   150.735
20.2909     60.864   152.038
20.5860     61.514   153.623
20.8855     62.166   154.366
21.1893     62.816   156.060
21.4975     63.465   156.245
21.8102     64.114   158.039
22.1274     64.766   157.742
22.4492     65.418   159.578
22.7758     66.070   158.755
23.1071     66.724   160.547
23.4432     67.374   159.457
23.7841     68.024   160.753
24.1301     68.673   159.713
24.4811     69.318   160.377
24.8372     69.961   159.378
25.1984     70.600   159.411
25.5649     71.233   158.364
25.9368     71.853   157.770
26.3141     72.461   156.701
26.6968     73.058   155.489
27.0851     73.640   154.225
27.4791     74.200   152.415
27.8788     74.731   151.231
28.2843     75.236   148.998
28.6957     75.709   147.751
29.1131     76.157   144.984
29.5365     76.556   143.814
29.9661     76.933   141.009
30.4020     77.310   140.125
30.8442     77.651   137.347
31.2929     77.992   136.471
31.7480     78.318   133.779
32.2098     78.603   132.477
32.6783     78.897   130.057
33.1536     79.188   128.496
33.6359     79.445   126.259
34.1251     79.671   124.670
34.6215     79.888   122.859
35.1250     80.090   121.095
35.6359     80.257   119.451
36.1543     80.425   117.754
36.6802     80.599   116.583
37.2137     80.762   114.811
