Freq[Hz]     dBSPL  Phase[Deg]
5.00000     -5.103   -81.017
5.07273     -4.406   -74.048
5.14651     -3.713   -66.995
5.22137     -3.022   -59.859
5.29732     -2.334   -52.636
5.37437     -1.649   -45.326
5.45254     -0.967   -37.928
5.53185     -0.288   -30.441
5.61231      0.389   -22.862
5.69394      1.063   -15.192
5.77676      1.734    -7.428
5.86079      2.403     0.430
5.94604      3.069     8.385
6.03252      3.733    16.436
6.12027      4.395    24.585
6.20929      5.054    32.834
6.29961      5.711    41.184
6.39124      6.366    49.635
6.48420      7.019    58.190
6.57851      7.670    66.849
6.67420      8.319    75.614
6.77128      8.966    84.486
6.86977      9.612    93.466
6.96969     10.256   102.556
7.07107     10.899   111.757
7.17392     11.540   121.071
7.27827     12.180   130.498
7.38413     12.819   140.041
7.49154     13.457   149.701
7.60050     14.095   159.479
7.71105     14.731   169.378
7.82321     15.368   179.400
7.93701     16.004  -170.455
8.05245     16.641  -160.184
8.16958     17.277  -149.784
8.28841     17.914  -139.253
8.40896     18.552  -128.590
8.53128     19.190  -117.791
8.65537     19.830  -106.854
8.78126     20.471   -95.775
8.90899     21.114   -84.552
9.03857     21.758   -73.182
9.17004     22.405   -61.660
9.30342     23.053   -49.984
9.43874     23.704   -38.150
9.57603     24.358   -26.152
9.71532     25.014   -13.989
9.85663     25.674    -1.654
10.0000     26.336    10.857
10.1455     26.935  -137.669
10.2930     27.264  -140.678
10.4427     27.718   -83.317
10.5946     28.223   -67.942
10.7487     28.804   -36.529
10.9051     29.455   -22.008
11.0637     30.160    -1.822
11.2246     30.899    11.582
11.3879     31.669    25.457
11.5535     32.462    37.844
11.7216     33.270    47.604
11.8921     34.085    59.049
12.0650     34.902    65.940
12.2405     35.718    76.590
12.4186     36.529    81.374
12.5992     37.335    91.352
12.7825     38.132    94.539
12.9684     38.923   103.972
13.1570     39.705   105.912
13.3484     40.480   114.582
13.5426     41.246   116.417
13.7395     41.997   123.421
13.9394     42.744   125.677
14.1421     43.484   131.291
14.3478     44.217   133.845
14.5565     44.943   138.286
14.7683     45.659   141.055
14.9831     46.368   144.521
15.2010     47.072   147.484
15.4221     47.772   150.131
15.6464     48.465   153.221
15.8740     49.152   155.130
16.1049     49.835   158.319
16.3392     50.513   159.610
16.5768     51.187   162.892
16.8179     51.859   163.637
17.0626     52.528   166.941
17.3107     53.189   167.170
17.5625     53.849   170.451
17.8180     54.508   170.588
18.0771     55.166   173.286
18.3401     55.820   173.613
18.6068     56.473   175.743
18.8775     57.123   176.236
19.1521     57.771   177.830
19.4306     58.418   178.479
19.7133     59.067   179.597
20.0000     59.715  -179.673
20.2909     60.362  -179.028
20.5860     61.010  -178.200
20.8855     61.659  -177.991
21.1893     62.307  -177.133
21.4975     62.954  -177.365
21.8102     63.601  -176.486
22.1274     64.252  -177.096
22.4492     64.902  -176.251
22.7758     65.552  -177.286
23.1071     66.204  -176.537
23.4432     66.851  -177.825
23.7841     67.500  -177.481
24.1301     68.146  -178.812
24.4811     68.789  -178.988
24.8372     69.430   179.635
25.1984     70.066   178.933
25.5649     70.697   177.430
25.9368     71.314   176.194
26.3141     71.920   174.592
26.6968     72.515   172.830
27.0851     73.094   170.962
27.4791     73.651   168.689
27.8788     74.180   166.836
28.2843     74.683   164.216
28.6957     75.153   162.238
29.1131     75.598   159.156
29.5365     75.994   157.193
29.9661     76.368   154.148
30.4020     76.742   152.420
30.8442     77.079   149.425
31.2929     77.417   147.753
31.7480     77.740   144.778
32.2098     78.022   142.756
32.6783     78.313   139.982
33.1536     78.600   137.775
33.6359     78.854   135.117
34.1251     79.075   132.953
34.6215     79.288   130.665
35.1250     79.485   128.393
35.6359     79.649   126.212
36.1543     79.812   124.068
