Freq[Hz]     dBSPL  Phase[Deg]
5.00000     -5.676  -130.101
5.07273     -4.990  -118.194
5.14651     -4.303  -106.133
5.22137     -3.615   -93.914
5.29732     -2.925   -81.535
5.37437     -2.235   -68.994
5.45254     -1.544   -56.288
5.53185     -0.851   -43.413
5.61231     -0.158   -30.367
5.69394      0.535   -17.147
5.77676      1.230    -3.750
5.86079      1.925     9.827
5.94604      2.621    23.586
6.03252      3.317    37.531
6.12027      4.014    51.665
6.20929      4.711    65.991
6.29961      5.409    80.512
6.39124      6.107    95.232
6.48420      6.805   110.153
6.57851      7.504   125.279
6.67420      8.202   140.614
6.77128      8.901   156.160
6.86977      9.601   171.921
6.96969     10.300  -172.099
7.07107     11.000  -155.898
7.17392     11.699  -139.470
7.27827     12.399  -122.814
7.38413     13.098  -105.924
7.49154     13.798   -88.799
7.60050     14.498   -71.433
7.71105     15.197   -53.822
7.82321     15.897   -35.964
7.93701     16.596   -17.854
8.05245     17.295     0.511
8.16958     17.994    19.137
8.28841     18.693    38.026
8.40896     19.392    57.183
8.53128     20.091    76.612
8.65537     20.789    96.318
8.78126     21.487   116.304
8.90899     22.185   136.575
9.03857     22.882   157.135
9.17004     23.579   177.989
9.30342     24.276  -160.858
9.43874     24.972  -139.403
9.57603     25.669  -117.639
9.71532     26.364   -95.564
9.85663     27.060   -73.171
10.0000     27.754   -50.457
10.1455     28.234   154.249
10.2930     28.672   172.403
10.4427     29.112  -126.351
10.5946     29.621  -109.062
10.7487     30.193   -75.336
10.9051     30.845   -59.173
11.0637     31.543   -37.318
11.2246     32.282   -22.486
11.3879     33.049    -7.283
11.5535     33.840     6.355
11.7216     34.646    17.237
11.8921     35.458    29.796
12.0650     36.275    37.673
12.2405     37.088    49.309
12.4186     37.901    54.983
12.5992     38.705    65.843
12.7825     39.504    69.847
12.9684     40.292    80.068
13.1570     41.077    82.769
13.3484     41.848    92.160
13.5426     42.617    94.713
13.7395     43.367   102.371
13.9394     44.115   105.300
14.1421     44.854   111.523
14.3478     45.588   114.707
14.5565     46.314   119.728
14.7683     47.031   123.087
14.9831     47.740   127.108
15.2010     48.445   130.620
15.4221     49.145   133.802
15.6464     49.838   137.405
15.8740     50.526   139.840
16.1049     51.208   143.511
16.3392     51.888   145.312
16.5768     52.562   149.040
16.8179     53.234   150.293
17.0626     53.903   154.016
17.3107     54.565   154.745
17.5625     55.225   158.422
17.8180     55.885   159.040
18.0771     56.542   162.132
18.3401     57.197   162.922
18.6068     57.850   165.439
18.8775     58.501   166.369
19.1521     59.149   168.351
19.4306     59.796   169.417
19.7133     60.445   170.927
20.0000     61.093   172.056
20.2909     61.741   173.094
20.5860     62.389   174.301
20.8855     63.039   174.907
21.1893     63.687   176.125
21.4975     64.334   176.292
21.8102     64.982   177.518
22.1274     65.632   177.313
22.4492     66.284   178.494
22.7758     66.934   177.857
23.1071     67.586   178.926
23.4432     68.234   178.041
23.7841     68.882   178.710
24.1301     69.530   177.770
24.4811     70.173   177.921
24.8372     70.815   176.921
25.1984     71.451   176.552
25.5649     72.083   175.415
25.9368     72.701   174.523
26.3141     73.308   173.274
26.6968     73.904   171.860
27.0851     74.483   170.334
27.4791     75.040   168.418
27.8788     75.570   166.901
28.2843     76.074   164.646
28.6957     76.545   162.991
29.1131     76.991   160.283
29.5365     77.388   158.635
29.9661     77.763   155.967
30.4020     78.137   154.546
30.8442     78.476   151.938
31.2929     78.815   150.580
31.7480     79.139   147.980
32.2098     79.423   146.283
32.6783     79.714   143.875
33.1536     80.004   142.003
33.6359     80.258   139.707
34.1251     80.481   137.886
34.6215     80.696   135.951
35.1250     80.895   134.031
35.6359     81.060   132.200
36.1543     81.226   130.415
36.6802     81.397   128.998
37.2137     81.557   127.204
37.7550     81.712   126.057
38.3041     81.875   124.288
38.8613     82.033   123.126
39.4265     82.187   121.259
40.0000     82.344   120.492
40.5818     82.494   118.657
41.1721     82.641   117.842
41.7710     82.793   116.260
42.3785     82.939   115.406
42.9949     83.082   113.961
43.6203     83.231   113.013
44.2548     83.382   111.689
44.8985     83.532   110.658
45.5515     83.684   109.495
46.2141     83.838   108.419
46.8863     83.992   107.357
47.5683     84.146   106.177
48.2602     84.305   105.237
48.9621     84.468   103.996
49.6743     84.633   103.107
50.3968     84.802   101.701
51.1299     84.970   100.772
51.8736     85.124    99.184
52.6281     85.273    98.402
53.3936     85.434    96.895
54.1702     85.601    96.081
54.9581     85.770    94.550
55.7575     85.939    93.570
56.5685     86.109    92.052
57.3914     86.280    90.872
58.2261     86.446    89.327
59.0730     86.604    87.966
59.9323     86.753    86.440
60.8040     86.905    84.996
61.6884     87.058    83.501
62.5857     87.201    81.886
63.4960     87.338    80.386
64.4196     87.470    78.675
65.3566     87.599    77.227
66.3073     87.723    75.364
67.2717     87.837    73.893
68.2502     87.944    71.932
69.2429     88.042    70.501
70.2501     88.129    68.457
71.2719     88.210    67.016
72.3086     88.282    65.018
73.3603     88.346    63.515
74.4274     88.405    61.634
75.5099     88.458    60.110
76.6083     88.500    58.293
77.7226     88.518    56.676
78.8531     88.522    55.109
80.0000     88.552    53.795
81.1636     88.602    52.355
82.3442     88.644    50.768
83.5419     88.677    49.295
84.7570     88.700    47.706
85.9899     88.714    46.364
87.2406     88.725    44.843
88.5096     88.753    43.698
89.7970     88.792    42.072
91.1031     88.818    40.849
92.4282     88.837    39.203
93.7726     88.857    38.054
95.1366     88.878    36.459
96.5204     88.902    35.222
97.9243     88.920    33.599
99.3486     88.922    32.314
100.794     88.912    30.856
102.260     88.893    29.740
103.747     88.907    28.811
105.256     89.003    27.851
106.787     89.111    26.330
108.340     89.163    24.537
109.916     89.189    22.872
111.515     89.200    21.076
113.137     89.190    19.495
114.783     89.169    17.837
116.452     89.148    16.552
118.146     89.139    15.010
119.865     89.136    13.770
121.608     89.131    12.154
123.377     89.127    10.934
125.171     89.111     9.327
126.992     89.085     8.247
128.839     89.118     7.038
130.713     89.191     5.585
132.615     89.205     3.598
134.543     89.173     1.930
136.500     89.137     0.324
138.486     89.101    -1.164
140.500     89.061    -2.629
142.544     89.024    -3.976
144.617     89.013    -5.212
146.721     89.019    -6.706
148.855     89.000    -8.233
151.020     88.956    -9.757
153.217     88.939   -10.890
155.445     88.959   -12.430
157.706     88.959   -13.956
160.000     88.931   -15.705
162.327     88.902   -17.068
164.688     88.875   -18.738
167.084     88.841   -20.167
169.514     88.797   -21.727
171.980     88.763   -23.008
174.481     88.742   -24.419
177.019     88.735   -25.709
179.594     88.737   -27.176
182.206     88.735   -28.639
184.856     88.736   -30.091
187.545     88.761   -31.580
190.273     88.783   -33.216
193.041     88.789   -34.904
195.849     88.820   -36.439
198.697     88.875   -38.271
201.587     88.930   -40.269
204.520     88.945   -42.684
207.494     88.921   -44.879
210.512     88.882   -47.206
213.574     88.823   -49.264
216.681     88.756   -51.387
219.833     88.701   -53.271
223.030     88.634   -55.312
226.274     88.583   -57.037
229.565     88.553   -58.998
232.905     88.517   -60.912
236.292     88.485   -62.856
239.729     88.474   -64.779
243.216     88.478   -66.915
246.754     88.463   -69.230
250.343     88.431   -71.490
253.984     88.405   -73.858
257.678     88.357   -76.228
261.426     88.305   -78.496
265.229     88.285   -80.748
269.087     88.250   -83.307
273.001     88.199   -85.677
276.972     88.155   -88.145
281.000     88.127   -90.482
285.088     88.105   -93.137
289.234     88.072   -95.737
293.441     88.032   -98.473
297.709     87.994  -101.114
302.040     87.961  -103.879
306.433     87.937  -106.679
310.890     87.900  -109.667
315.412     87.853  -112.594
320.000     87.812  -115.539
324.655     87.778  -118.554
329.377     87.746  -121.620
334.168     87.713  -124.821
339.028     87.680  -128.020
343.959     87.652  -131.360
348.962     87.620  -134.771
354.038     87.582  -138.322
359.188     87.536  -141.880
364.412     87.471  -145.638
369.713     87.390  -149.155
375.090     87.323  -152.751
380.546     87.259  -156.303
386.081     87.193  -159.949
391.697     87.134  -163.542
397.394     87.080  -167.222
403.175     87.026  -170.904
409.039     86.971  -174.640
414.989     86.928  -178.342
421.025     86.884   177.890
427.149     86.843   174.104
433.362     86.803   170.274
439.665     86.759   166.475
446.060     86.724   162.689
452.548     86.702   158.949
459.131     86.680   155.131
465.809     86.669   151.363
472.584     86.668   147.523
479.458     86.662   143.658
486.432     86.668   139.869
493.507     86.686   135.970
500.686     86.709   132.016
507.968     86.713   127.666
515.357     86.635   123.591
522.853     86.576   119.931
530.458     86.528   116.340
538.174     86.499   112.921
546.002     86.486   109.544
553.943     86.485   106.213
562.001     86.494   102.989
570.175     86.515    99.818
578.469     86.565    96.796
586.883     86.653    93.666
595.419     86.772    90.410
604.080     86.894    86.812
612.866     86.993    83.122
621.780     87.082    79.335
630.824     87.172    75.562
640.000     87.268    71.492
649.309     87.349    66.802
658.753     87.215    61.864
668.335     87.008    58.064
678.056     86.811    54.647
687.919     86.620    51.747
697.925     86.457    49.130
708.077     86.298    46.744
718.376     86.133    44.932
728.825     86.087    43.594
739.426     86.133    41.997
750.181     86.202    40.051
761.093     86.275    37.992
772.163     86.349    35.796
783.394     86.418    33.635
794.789     86.506    31.426
806.349     86.620    29.314
818.078     86.750    26.806
829.977     86.872    24.415
842.050     87.002    21.594
854.298     87.115    18.971
866.724     87.232    15.849
879.330     87.303    12.855
892.120     87.367     9.767
905.097     87.409     6.773
918.262     87.441     3.639
931.618     87.458     0.691
945.169     87.466    -2.305
958.917     87.471    -5.194
972.864     87.462    -8.158
987.015     87.456   -11.049
1001.37     87.444   -13.985
1015.94     87.417   -17.014
1030.71     87.359   -19.942
1045.71     87.286   -22.745
1060.92     87.221   -25.329
1076.35     87.161   -28.072
1092.00     87.107   -30.452
1107.89     87.063   -33.072
1124.00     87.018   -35.480
1140.35     86.985   -38.259
1156.94     86.950   -40.658
1173.77     86.908   -43.511
1190.84     86.882   -46.131
1208.16     86.829   -49.158
1225.73     86.748   -52.014
1243.56     86.637   -54.897
1261.65     86.527   -57.554
1280.00     86.403   -60.203
1298.62     86.290   -62.798
1317.51     86.171   -65.333
1336.67     86.048   -67.946
1356.11     85.907   -70.366
1375.84     85.775   -72.839
1395.85     85.642   -75.012
1416.15     85.512   -77.508
1436.75     85.369   -79.649
1457.65     85.216   -81.971
1478.85     85.059   -83.722
1500.36     84.932   -85.561
1522.19     84.893   -86.716
1544.33     84.923   -88.801
1566.79     84.946   -90.835
1589.58     84.983   -93.364
1612.70     85.015   -95.898
1636.16     85.042   -98.866
1659.95     85.057  -101.823
1684.10     85.060  -105.078
1708.60     85.066  -108.408
1733.45     85.068  -111.990
1758.66     85.068  -116.018
1784.24     85.037  -120.495
1810.19     84.913  -125.655
1836.52     84.649  -130.755
1863.24     84.261  -135.801
1890.34     83.827  -139.932
1917.83     83.364  -144.240
1945.73     82.866  -147.846
1974.03     82.339  -151.833
2002.74     81.762  -155.082
2031.87     81.145  -158.692
2061.43     80.465  -161.758
2091.41     79.697  -165.232
2121.83     78.711  -168.185
2152.69     77.474  -169.988
2184.01     76.059  -169.166
2215.77     74.616  -165.186
2248.00     73.353  -157.049
