Freq[Hz]     dBSPL  Phase[Deg]
5.00000     -5.536   -38.199
5.07273     -4.850   -31.535
5.14651     -4.166   -24.793
5.22137     -3.484   -17.971
5.29732     -2.805   -11.069
5.37437     -2.128    -4.086
5.45254     -1.454     2.981
5.53185     -0.783    10.132
5.61231     -0.113    17.368
5.69394      0.554    24.691
5.77676      1.219    32.101
5.86079      1.881    39.601
5.94604      2.542    47.191
6.03252      3.200    54.872
6.12027      3.857    62.647
6.20929      4.512    70.515
6.29961      5.164    78.478
6.39124      5.815    86.537
6.48420      6.464    94.694
6.57851      7.112   102.950
6.67420      7.758   111.306
6.77128      8.403   119.764
6.86977      9.046   128.324
6.96969      9.688   136.988
7.07107     10.329   145.758
7.17392     10.969   154.635
7.27827     11.608   163.620
7.38413     12.246   172.715
7.49154     12.884  -178.078
7.60050     13.522  -168.758
7.71105     14.159  -159.323
7.82321     14.796  -149.770
7.93701     15.433  -140.099
8.05245     16.071  -130.307
8.16958     16.709  -120.392
8.28841     17.348  -110.352
8.40896     17.988  -100.183
8.53128     18.628   -89.884
8.65537     19.270   -79.452
8.78126     19.914   -68.884
8.90899     20.559   -58.176
9.03857     21.207   -47.327
9.17004     21.856   -36.331
9.30342     22.507   -25.186
9.43874     23.161   -13.888
9.57603     23.818    -2.433
9.71532     24.477     9.183
9.85663     25.139    20.964
10.0000     25.804    32.914
10.1455     26.392  -122.054
10.2930     26.725  -124.590
10.4427     27.178   -69.502
10.5946     27.683   -53.910
10.7487     28.266   -23.765
10.9051     28.916    -9.251
11.0637     29.622    10.178
11.2246     30.362    23.395
11.3879     31.132    36.841
11.5535     31.927    48.893
11.7216     32.735    58.463
11.8921     33.551    69.451
12.0650     34.368    76.336
12.2405     35.185    86.425
12.4186     35.996    91.350
12.5992     36.803   100.678
12.7825     37.600   104.129
12.9684     38.392   112.834
13.1570     39.173   115.140
13.3484     39.948   123.069
13.5426     40.715   125.212
13.7395     41.467   131.624
13.9394     42.213   134.054
14.1421     42.953   139.218
14.3478     43.686   141.830
14.5565     44.412   145.952
14.7683     45.128   148.678
14.9831     45.837   151.936
15.2010     46.542   154.763
15.4221     47.242   157.301
15.6464     47.936   160.173
15.8740     48.623   162.061
16.1049     49.305   164.958
16.3392     49.984   166.307
16.5768     50.658   169.228
16.8179     51.329   170.106
17.0626     51.998   172.994
17.3107     52.659   173.421
17.5625     53.319   176.246
17.8180     53.977   176.568
18.0771     54.635   178.889
18.3401     55.289   179.324
18.6068     55.943  -178.848
18.8775     56.593  -178.324
19.1521     57.241  -176.955
19.4306     57.888  -176.338
19.7133     58.536  -175.377
20.0000     59.183  -174.739
20.2909     59.830  -174.187
20.5860     60.478  -173.507
20.8855     61.127  -173.329
21.1893     61.775  -172.673
21.4975     62.422  -172.884
21.8102     63.069  -172.257
22.1274     63.719  -172.795
22.4492     64.369  -172.243
22.7758     65.018  -173.162
23.1071     65.670  -172.743
23.4432     66.317  -173.903
23.7841     66.966  -173.849
24.1301     67.612  -175.112
24.4811     68.254  -175.524
24.8372     68.894  -176.881
25.1984     69.530  -177.764
25.5649     70.161  -179.295
25.9368     70.779   179.337
26.3141     71.384   177.659
26.6968     71.979   175.809
