Freq[Hz]     dBSPL  Phase[Deg]
5.00000     -4.886    35.771
5.07273     -4.194    41.818
5.14651     -3.505    47.942
5.22137     -2.818    54.144
5.29732     -2.133    60.425
5.37437     -1.450    66.786
5.45254     -0.769    73.227
5.53185     -0.090    79.751
5.61231      0.588    86.358
5.69394      1.263    93.050
5.77676      1.937    99.827
5.86079      2.609   106.690
5.94604      3.280   113.641
6.03252      3.949   120.681
6.12027      4.616   127.811
6.20929      5.282   135.032
6.29961      5.947   142.346
6.39124      6.610   149.753
6.48420      7.272   157.254
6.57851      7.933   164.852
6.67420      8.592   172.547
6.77128      9.250  -179.659
6.86977      9.908  -171.766
6.96969     10.564  -163.771
7.07107     11.219  -155.674
7.17392     11.874  -147.473
7.27827     12.528  -139.166
7.38413     13.182  -130.752
7.49154     13.835  -122.229
7.60050     14.487  -113.596
7.71105     15.140  -104.851
7.82321     15.792   -95.993
7.93701     16.444   -87.018
8.05245     17.096   -77.927
8.16958     17.749   -68.715
8.28841     18.402   -59.382
8.40896     19.055   -49.925
8.53128     19.709   -40.343
8.65537     20.364   -30.631
8.78126     21.019   -20.789
8.90899     21.676   -10.813
9.03857     22.333    -0.701
9.17004     22.992     9.550
9.30342     23.652    19.942
9.43874     24.314    30.480
9.57603     24.977    41.166
9.71532     25.642    52.003
9.85663     26.309    62.995
10.0000     26.977    74.145
10.1455     27.504   -87.412
10.2930     27.864   -91.320
10.4427     28.306   -37.961
10.5946     28.805   -23.529
10.7487     29.379     5.697
10.9051     30.024    19.312
11.0637     30.723    38.103
11.2246     31.458    50.629
11.3879     32.225    63.549
11.5535     33.016    75.082
11.7216     33.822    84.170
11.8921     34.635    94.785
12.0650     35.451   101.200
12.2405     36.268   111.036
12.4186     37.079   115.484
12.5992     37.886   124.664
12.7825     38.683   127.624
12.9684     39.474   136.272
13.1570     40.257   138.071
13.3484     41.032   146.005
13.5426     41.799   147.689
13.7395     42.551   154.079
13.9394     43.298   156.141
14.1421     44.039   161.251
14.3478     44.771   163.572
14.5565     45.498   167.606
14.7683     46.215   170.113
14.9831     46.925   173.250
15.2010     47.630   175.926
15.4221     48.330   178.310
15.6464     49.024  -178.904
15.8740     49.711  -177.194
16.1049     50.394  -174.324
16.3392     51.073  -173.182
16.5768     51.748  -170.234
16.8179     52.419  -169.590
17.0626     53.088  -166.625
17.3107     53.749  -166.458
17.5625     54.409  -163.518
17.8180     55.067  -163.429
18.0771     55.725  -161.019
18.3401     56.379  -160.766
18.6068     57.032  -158.880
18.8775     57.682  -158.481
19.1521     58.330  -157.082
19.4306     58.976  -156.544
19.7133     59.625  -155.583
20.0000     60.272  -154.977
20.2909     60.919  -154.452
20.5860     61.566  -153.763
20.8855     62.214  -153.636
21.1893     62.862  -152.925
21.4975     63.508  -153.208
21.8102     64.154  -152.484
22.1274     64.804  -153.116
22.4492     65.454  -152.431
22.7758     66.103  -153.465
23.1071     66.754  -152.884
23.4432     67.401  -154.158
23.7841     68.047  -153.956
24.1301     68.692  -155.279
24.4811     69.335  -155.566
24.8372     69.974  -156.949
25.1984     70.610  -157.732
25.5649     71.240  -159.253
25.9368     71.856  -160.544
26.3141     72.461  -162.172
26.6968     73.054  -163.959
27.0851     73.632  -165.861
27.4791     74.188  -168.137
27.8788     74.716  -170.032
28.2843     75.217  -172.629
28.6957     75.685  -174.652
29.1131     76.129  -177.686
29.5365     76.524  -179.700
29.9661     76.897   177.316
30.4020     77.268   175.533
30.8442     77.605   172.626
31.2929     77.942   170.916
31.7480     78.263   168.012
32.2098     78.544   165.975
32.6783     78.833   163.267
33.1536     79.119   161.075
33.6359     79.371   158.480
34.1251     79.591   156.347
34.6215     79.803   154.114
35.1250     79.998   151.896
35.6359     80.161   149.766
36.1543     80.322   147.696
36.6802     80.490   145.985
37.2137     80.647   143.916
37.7550     80.798   142.477
38.3041     80.957   140.446
38.8613     81.112   138.986
39.4265     81.261   136.865
40.0000     81.415   135.812
40.5818     81.561   133.724
41.1721     81.704   132.631
41.7710     81.852   130.802
42.3785     81.993   129.674
42.9949     82.132   127.983
43.6203     82.275   126.774
44.2548     82.422   125.209
44.8985     82.568   123.925
45.5515     82.715   122.518
46.2141     82.863   121.199
46.8863     83.012   119.894
47.5683     83.161   118.480
48.2602     83.313   117.299
48.9621     83.471   115.834
49.6743     83.630   114.706
50.3968     83.792   113.083
51.1299     83.956   111.916
51.8736     84.102   110.115
52.6281     84.245   109.104
53.3936     84.399   107.397
54.1702     84.560   106.353
54.9581     84.722   104.623
55.7575     84.884   103.424
56.5685     85.047   101.705
57.3914     85.210   100.312
58.2261     85.368    98.570
59.0730     85.518    97.006
59.9323     85.659    95.284
60.8040     85.802    93.645
61.6884     85.947    91.957
62.5857     86.082    90.151
63.4960     86.209    88.460
64.4196     86.331    86.570
65.3566     86.451    84.933
66.3073     86.565    82.899
67.2717     86.669    81.243
68.2502     86.766    79.118
69.2429     86.853    77.503
70.2501     86.930    75.304
71.2719     87.001    73.674
72.3086     87.060    71.523
73.3603     87.113    69.853
74.4274     87.160    67.817
75.5099     87.200    66.131
76.6083     87.229    64.166
77.7226     87.235    62.392
78.8531     87.226    60.679
80.0000     87.241    59.219
81.1636     87.278    57.637
82.3442     87.306    55.911
83.5419     87.324    54.296
84.7570     87.332    52.579
85.9899     87.331    51.102
87.2406     87.326    49.456
88.5096     87.338    48.179
89.7970     87.361    46.443
91.1031     87.370    45.089
92.4282     87.371    43.342
93.7726     87.374    42.074
95.1366     87.377    40.378
96.5204     87.382    39.030
97.9243     87.381    37.313
99.3486     87.364    35.923
100.794     87.334    34.378
102.260     87.295    33.170
103.747     87.288    32.160
105.256     87.363    31.116
106.787     87.450    29.516
108.340     87.479    27.651
109.916     87.482    25.917
111.515     87.469    24.060
113.137     87.436    22.415
114.783     87.390    20.710
116.452     87.345    19.368
118.146     87.310    17.790
119.865     87.281    16.499
121.608     87.250    14.858
123.377     87.219    13.593
125.171     87.175    11.969
126.992     87.121    10.864
128.839     87.126     9.645
130.713     87.168     8.177
132.615     87.153     6.193
134.543     87.090     4.522
136.500     87.023     2.924
138.486     86.955     1.448
140.500     86.882     0.002
142.544     86.813    -1.318
144.617     86.767    -2.524
146.721     86.739    -3.978
148.855     86.685    -5.464
151.020     86.604    -6.933
153.217     86.551    -8.016
155.445     86.533    -9.483
157.706     86.496   -10.943
160.000     86.428   -12.617
162.327     86.358   -13.901
164.688     86.292   -15.468
167.084     86.216   -16.809
169.514     86.130   -18.256
171.980     86.053   -19.433
174.481     85.987   -20.725
177.019     85.934   -21.891
179.594     85.889   -23.217
182.206     85.840   -24.539
184.856     85.792   -25.840
187.545     85.767   -27.165
190.273     85.739   -28.634
193.041     85.694   -30.140
195.849     85.673   -31.489
198.697     85.676   -33.119
201.587     85.677   -34.935
