Freq[Hz]     dBSPL  Phase[Deg]
5.00000     -4.566   -78.139
5.07273     -3.870   -71.273
5.14651     -3.177   -64.320
5.22137     -2.487   -57.280
5.29732     -1.799   -50.151
5.37437     -1.114   -42.932
5.45254     -0.430   -35.621
5.53185      0.250   -28.218
5.61231      0.929   -20.721
5.69394      1.606   -13.128
5.77676      2.280    -5.440
5.86079      2.952     2.347
5.94604      3.622    10.232
6.03252      4.291    18.217
6.12027      4.957    26.304
6.20929      5.621    34.493
6.29961      6.284    42.787
6.39124      6.945    51.185
6.48420      7.604    59.691
6.57851      8.262    68.304
6.67420      8.918    77.027
6.77128      9.573    85.860
6.86977     10.227    94.806
6.96969     10.879   103.866
7.07107     11.530   113.040
7.17392     12.180   122.332
7.27827     12.829   131.742
7.38413     13.478   141.272
7.49154     14.126   150.923
7.60050     14.773   160.698
7.71105     15.419   170.599
7.82321     16.066  -179.373
7.93701     16.712  -169.216
8.05245     17.359  -158.928
8.16958     18.005  -148.506
8.28841     18.652  -137.948
8.40896     19.300  -127.251
8.53128     19.948  -116.414
8.65537     20.597  -105.433
8.78126     21.247   -94.306
8.90899     21.898   -83.029
9.03857     22.551   -71.601
9.17004     23.205   -60.016
9.30342     23.861   -48.272
9.43874     24.518   -36.366
9.57603     25.178   -24.294
9.71532     25.839   -12.052
9.85663     26.503     0.364
10.0000     27.169    12.957
10.1455     27.721  -135.685
10.2930     28.073  -138.616
10.4427     28.516   -81.240
10.5946     29.019   -65.826
10.7487     29.594   -34.374
10.9051     30.242   -19.803
11.0637     30.942     0.436
11.2246     31.680    13.896
11.3879     32.447    27.828
11.5535     33.239    40.274
11.7216     34.046    50.094
11.8921     34.859    61.599
12.0650     35.676    68.550
12.2405     36.492    79.259
12.4186     37.304    84.102
12.5992     38.109    94.139
12.7825     38.907    97.384
12.9684     39.698   106.876
13.1570     40.482   108.874
13.3484     41.256   117.602
13.5426     42.023   119.495
13.7395     42.775   126.556
13.9394     43.522   128.871
14.1421     44.262   134.543
14.3478     44.996   137.157
14.5565     45.722   141.656
14.7683     46.439   144.485
14.9831     47.148   148.011
15.2010     47.853   151.035
15.4221     48.553   153.743
15.6464     49.247   156.894
15.8740     49.935   158.866
16.1049     50.618   162.117
16.3392     51.297   163.471
16.5768     51.971   166.817
16.8179     52.643   167.628
17.0626     53.312   170.996
17.3107     53.973   171.292
17.5625     54.633   174.640
17.8180     55.293   174.845
18.0771     55.950   177.612
18.3401     56.605   178.008
18.6068     57.258  -179.793
18.8775     57.908  -179.229
19.1521     58.556  -177.563
19.4306     59.203  -176.841
19.7133     59.852  -175.650
20.0000     60.500  -174.846
20.2909     61.147  -174.125
20.5860     61.795  -173.221
20.8855     62.444  -172.934
21.1893     63.092  -171.999
21.4975     63.739  -172.152
21.8102     64.385  -171.193
22.1274     65.036  -171.722
22.4492     65.686  -170.795
22.7758     66.335  -171.747
23.1071     66.987  -170.915
23.4432     67.634  -172.117
