Freq[Hz]     dBSPL  Phase[Deg]
5.00000     -6.345  -131.950
5.07273     -5.658  -119.982
5.14651     -4.969  -107.861
5.22137     -4.279   -95.587
5.29732     -3.587   -83.155
5.37437     -2.895   -70.563
5.45254     -2.201   -57.808
5.53185     -1.506   -44.887
5.61231     -0.810   -31.798
5.69394     -0.113   -18.538
5.77676      0.585    -5.103
5.86079      1.283     8.509
5.94604      1.982    22.302
6.03252      2.682    36.278
6.12027      3.382    50.441
6.20929      4.083    64.794
6.29961      4.785    79.339
6.39124      5.486    94.081
6.48420      6.188   109.023
6.57851      6.891   124.167
6.67420      7.593   139.518
6.77128      8.296   155.079
6.86977      8.999   170.852
6.96969      9.702  -173.157
7.07107     10.406  -156.946
7.17392     11.109  -140.512
7.27827     11.812  -123.850
7.38413     12.516  -106.956
7.49154     13.219   -89.828
7.60050     13.922   -72.461
7.71105     14.625   -54.851
7.82321     15.328   -36.995
7.93701     16.031   -18.888
8.05245     16.734    -0.527
8.16958     17.436    18.092
8.28841     18.139    36.974
8.40896     18.841    56.123
8.53128     19.542    75.542
8.65537     20.244    95.237
8.78126     20.945   115.211
8.90899     21.646   135.469
9.03857     22.346   156.015
9.17004     23.046   176.854
9.30342     23.746  -162.010
9.43874     24.445  -140.572
9.57603     25.144  -118.827
9.71532     25.842   -96.771
9.85663     26.540   -74.399
10.0000     27.237   -51.705
10.1455     27.730   153.022
10.2930     28.169   171.156
10.4427     28.614  -127.615
10.5946     29.125  -110.350
10.7487     29.700   -76.651
10.9051     30.354   -60.518
11.0637     31.054   -38.696
11.2246     31.794   -23.897
11.3879     32.561    -8.730
11.5535     33.353     4.872
11.7216     34.159    15.719
11.8921     34.971    28.243
12.0650     35.789    36.084
12.2405     36.602    47.685
12.4186     37.415    53.324
12.5992     38.218    64.149
12.7825     39.016    68.119
12.9684     39.805    78.305
13.1570     40.589    80.972
13.3484     41.360    90.328
13.5426     42.129    92.846
13.7395     42.878   100.470
13.9394     43.626   103.365
14.1421     44.364   109.552
14.3478     45.098   112.702
14.5565     45.823   117.688
14.7683     46.540   121.011
14.9831     47.248   124.996
15.2010     47.953   128.472
15.4221     48.653   131.617
15.6464     49.346   135.184
15.8740     50.033   137.582
16.1049     50.715   141.215
16.3392     51.395   142.979
16.5768     52.068   146.668
16.8179     52.740   147.882
17.0626     53.409   151.565
17.3107     54.071   152.255
17.5625     54.731   155.892
17.8180     55.390   156.469
18.0771     56.047   159.520
18.3401     56.702   160.268
18.6068     57.356   162.743
18.8775     58.007   163.630
19.1521     58.654   165.570
19.4306     59.302   166.592
19.7133     59.950   168.058
20.0000     60.598   169.142
20.2909     61.246   170.135
20.5860     61.894   171.296
20.8855     62.544   171.856
21.1893     63.192   173.027
21.4975     63.840   173.146
21.8102     64.487   174.324
22.1274     65.138   174.070
22.4492     65.790   175.201
22.7758     66.440   174.515
23.1071     67.092   175.533
23.4432     67.740   174.597
23.7841     68.388   175.214
24.1301     69.036   174.221
24.4811     69.680   174.319
24.8372     70.321   173.265
25.1984     70.958   172.842
25.5649     71.590   171.650
25.9368     72.208   170.701
26.3141     72.815   169.395
26.6968     73.411   167.924
27.0851     73.991   166.340
27.4791     74.548   164.364
27.8788     75.078   162.788
28.2843     75.582   160.473
28.6957     76.053   158.756
29.1131     76.499   155.986
29.5365     76.897   154.275
29.9661     77.271   151.543
30.4020     77.646   150.058
30.8442     77.985   147.384
31.2929     78.324   145.960
31.7480     78.648   143.293
32.2098     78.932   141.527
32.6783     79.224   139.051
33.1536     79.513   137.109
33.6359     79.768   134.742
34.1251     79.991   132.848
34.6215     80.206   130.841
35.1250     80.405   128.847
35.6359     80.570   126.941
36.1543     80.736   125.080
36.6802     80.907   123.586
37.2137     81.067   121.714
37.7550     81.222   120.488
38.3041     81.385   118.638
38.8613     81.543   117.395
39.4265     81.697   115.446
40.0000     81.854   114.595
40.5818     82.004   112.675
41.1721     82.152   111.774
41.7710     82.304   110.104
42.3785     82.449   109.162
42.9949     82.592   107.627
43.6203     82.741   106.588
44.2548     82.892   105.171
44.8985     83.042   104.047
45.5515     83.194   102.789
46.2141     83.348   101.617
46.8863     83.502   100.457
47.5683     83.656    99.178
48.2602     83.815    98.137
48.9621     83.978    96.793
49.6743     84.142    95.801
50.3968     84.311    94.289
51.1299     84.480    93.255
51.8736     84.633    91.558
52.6281     84.783    90.664
53.3936     84.943    89.045
54.1702     85.110    88.117
54.9581     85.279    86.470
55.7575     85.448    85.372
56.5685     85.618    83.734
57.3914     85.789    82.433
58.2261     85.955    80.765
59.0730     86.112    79.279
59.9323     86.261    77.626
60.8040     86.413    76.054
61.6884     86.566    74.429
62.5857     86.710    72.681
63.4960     86.847    71.046
64.4196     86.978    69.199
65.3566     87.107    67.613
66.3073     87.231    65.609
67.2717     87.345    63.996
68.2502     87.452    61.890
69.2429     87.549    60.312
70.2501     87.636    58.120
71.2719     87.718    56.527
72.3086     87.790    54.376
73.3603     87.853    52.718
74.4274     87.912    50.678
75.5099     87.965    48.994
76.6083     88.007    47.015
77.7226     88.025    45.233
78.8531     88.029    43.499
80.0000     88.058    42.016
81.1636     88.109    40.404
82.3442     88.150    38.641
83.5419     88.183    36.991
84.7570     88.206    35.222
85.9899     88.220    33.698
87.2406     88.231    31.992
88.5096     88.259    30.659
