Freq[Hz]     dBSPL  Phase[Deg]
5.00000     -5.799    32.180
5.07273     -5.099    38.319
5.14651     -4.403    44.534
5.22137     -3.709    50.824
5.29732     -3.019    57.192
5.37437     -2.330    63.637
5.45254     -1.645    70.162
5.53185     -0.962    76.766
5.61231     -0.281    83.452
5.69394      0.397    90.221
5.77676      1.073    97.072
5.86079      1.746   104.008
5.94604      2.417   111.029
6.03252      3.086   118.137
6.12027      3.753   125.332
6.20929      4.418   132.616
6.29961      5.080   139.990
6.39124      5.741   147.454
6.48420      6.400   155.010
6.57851      7.057   162.659
6.67420      7.712   170.403
6.77128      8.365   178.241
6.86977      9.017  -173.825
6.96969      9.668  -165.792
7.07107     10.317  -157.661
7.17392     10.965  -149.431
7.27827     11.612  -141.098
7.38413     12.258  -132.663
7.49154     12.903  -124.124
7.60050     13.547  -115.480
7.71105     14.191  -106.729
7.82321     14.834   -97.868
7.93701     15.477   -88.898
8.05245     16.120   -79.815
8.16958     16.763   -70.618
8.28841     17.407   -61.306
8.40896     18.051   -51.875
8.53128     18.695   -42.324
8.65537     19.341   -32.650
8.78126     19.987   -22.850
8.90899     20.634   -12.923
9.03857     21.284    -2.865
9.17004     21.934     7.327
9.30342     22.587    17.655
9.43874     23.241    28.124
9.57603     23.897    38.736
9.71532     24.556    49.496
9.85663     25.217    60.406
10.0000     25.881    71.471
10.1455     26.448   -90.045
10.2930     26.790   -94.017
10.4427     27.238   -40.698
10.5946     27.741   -26.313
10.7487     28.319     2.859
10.9051     28.967    16.413
11.0637     29.669    35.141
11.2246     30.407    47.601
11.3879     31.175    60.453
11.5535     31.967    71.916
11.7216     32.774    80.936
11.8921     33.588    91.481
12.0650     34.404    97.826
12.2405     35.220   107.593
12.4186     36.031   111.973
12.5992     36.837   121.084
12.7825     37.634   123.975
12.9684     38.425   132.555
13.1570     39.206   134.285
13.3484     39.981   142.150
13.5426     40.748   143.765
13.7395     41.499   150.086
13.9394     42.245   152.079
14.1421     42.985   157.119
14.3478     43.717   159.369
14.5565     44.443   163.332
14.7683     45.160   165.767
14.9831     45.869   168.831
15.2010     46.573   171.435
15.4221     47.273   173.745
15.6464     47.966   176.455
15.8740     48.653   178.090
16.1049     49.336  -179.116
16.3392     50.014  -178.052
16.5768     50.689  -175.182
16.8179     51.359  -174.617
17.0626     52.028  -171.731
17.3107     52.690  -171.645
17.5625     53.348  -168.787
17.8180     54.007  -168.781
18.0771     54.664  -166.455
18.3401     55.318  -166.287
18.6068     55.971  -164.487
18.8775     56.621  -164.175
19.1521     57.269  -162.865
19.4306     57.915  -162.416
19.7133     58.564  -161.545
20.0000     59.211  -161.031
20.2909     59.858  -160.599
20.5860     60.505  -160.004
20.8855     61.153  -159.972
21.1893     61.801  -159.358
21.4975     62.447  -159.738
21.8102     63.094  -159.113
22.1274     63.743  -159.846
22.4492     64.393  -159.262
22.7758     65.043  -160.399
23.1071     65.694  -159.921
23.4432     66.341  -161.301
23.7841     66.987  -161.206
24.1301     67.633  -162.637
24.4811     68.275  -163.033
24.8372     68.915  -164.527
25.1984     69.551  -165.423
25.5649     70.182  -167.059
25.9368     70.798  -168.465
26.3141     71.403  -170.210
26.6968     71.997  -172.116
27.0851     72.575  -174.137
27.4791     73.131  -176.535
27.8788     73.659  -178.553
28.2843     74.160   178.725
28.6957     74.629   176.574
29.1131     75.073   173.412
29.5365     75.468   171.267
29.9661     75.841   168.152
30.4020     76.213   166.235
30.8442     76.549   163.193
31.2929     76.887   161.346
31.7480     77.209   158.302
32.2098     77.489   156.124
32.6783     77.778   153.274
33.1536     78.065   150.936
33.6359     78.317   148.194
34.1251     78.537   145.912
34.6215     78.749   143.527
35.1250     78.945   141.156
35.6359     79.107   138.871
36.1543     79.269   136.644
36.6802     79.437   134.773
37.2137     79.594   132.542
37.7550     79.745   130.938
38.3041     79.905   128.740
38.8613     80.059   127.112
39.4265     80.208   124.819
40.0000     80.362   123.593
40.5818     80.508   121.328
41.1721     80.651   120.056
41.7710     80.799   118.046
42.3785     80.940   116.734
42.9949     81.079   114.857
43.6203     81.222   113.458
44.2548     81.369   111.702
44.8985     81.514   110.222
45.5515     81.661   108.618
46.2141     81.810   107.099
46.8863     81.959   105.590
47.5683     82.107   103.970
48.2602     82.260   102.579
48.9621     82.417   100.902
49.6743     82.576    99.558
50.3968     82.738    97.717
51.1299     82.901    96.331
51.8736     83.048    94.303
52.6281     83.190    93.061
53.3936     83.345    91.120
54.1702     83.505    89.839
54.9581     83.667    87.870
55.7575     83.829    86.426
56.5685     83.991    84.460
57.3914     84.155    82.815
58.2261     84.313    80.818
59.0730     84.462    78.995
59.9323     84.603    77.011
60.8040     84.747    75.105
61.6884     84.891    73.147
62.5857     85.025    71.067
63.4960     85.153    69.097
64.4196     85.275    66.925
65.3566     85.394    65.000
66.3073     85.509    62.676
67.2717     85.612    60.725
68.2502     85.709    58.300
69.2429     85.796    56.381
70.2501     85.873    53.874
71.2719     85.943    51.930
