Freq[Hz]     dBSPL  Phase[Deg]
5.00000     -4.665   -35.628
5.07273     -3.951   -29.110
5.14651     -3.240   -22.503
5.22137     -2.532   -15.806
5.29732     -1.826    -9.018
5.37437     -1.123    -2.139
5.45254     -0.422     4.833
5.53185      0.275    11.899
5.61231      0.971    19.060
5.69394      1.663    26.316
5.77676      2.353    33.670
5.86079      3.041    41.121
5.94604      3.727    48.671
6.03252      4.410    56.321
6.12027      5.091    64.073
6.20929      5.770    71.926
6.29961      6.446    79.883
6.39124      7.121    87.945
6.48420      7.793    96.112
6.57851      8.464   104.386
6.67420      9.132   112.768
6.77128      9.799   121.259
6.86977     10.464   129.861
6.96969     11.127   138.574
7.07107     11.789   147.400
7.17392     12.449   156.341
7.27827     13.108   165.397
7.38413     13.765   174.571
7.49154     14.421  -176.137
7.60050     15.076  -166.725
7.71105     15.730  -157.191
7.82321     16.384  -147.534
7.93701     17.036  -137.752
8.05245     17.688  -127.844
8.16958     18.340  -117.806
8.28841     18.991  -107.638
8.40896     19.642   -97.338
8.53128     20.294   -86.903
8.65537     20.945   -76.330
8.78126     21.597   -65.618
8.90899     22.249   -54.765
9.03857     22.903   -43.766
9.17004     23.557   -32.620
9.30342     24.212   -21.323
9.43874     24.868    -9.873
9.57603     25.526     1.734
9.71532     26.186    13.501
9.85663     26.847    25.432
10.0000     27.510    37.530
10.1455     28.044  -117.795
10.2930     28.402  -120.116
10.4427     28.841   -65.019
10.5946     29.342   -49.372
10.7487     29.913   -19.174
10.9051     30.558    -4.586
11.0637     31.255    14.923
11.2246     31.990    28.228
11.3879     32.755    41.769
11.5535     33.545    53.919
11.7216     34.350    63.591
11.8921     35.162    74.683
12.0650     35.978    81.672
12.2405     36.792    91.867
12.4186     37.603    96.897
12.5992     38.408   106.333
12.7825     39.205   109.889
12.9684     39.994   118.702
13.1570     40.777   121.115
13.3484     41.550   129.153
13.5426     42.318   131.403
13.7395     43.069   137.925
13.9394     43.816   140.464
14.1421     44.556   145.739
14.3478     45.288   148.462
14.5565     46.014   152.696
14.7683     46.731   155.534
14.9831     47.440   158.906
15.2010     48.145   161.848
15.4221     48.845   164.502
15.6464     49.539   167.491
15.8740     50.226   169.498
16.1049     50.908   172.515
16.3392     51.587   173.985
16.5768     52.261   177.028
16.8179     52.932   178.030
17.0626     53.601  -178.957
17.3107     54.263  -178.403
17.5625     54.922  -175.450
17.8180     55.581  -174.998
18.0771     56.238  -172.547
18.3401     56.892  -171.978
18.6068     57.546  -170.016
18.8775     58.196  -169.355
19.1521     58.843  -167.849
19.4306     59.490  -167.093
19.7133     60.138  -165.990
20.0000     60.785  -165.209
20.2909     61.432  -164.512
20.5860     62.079  -163.686
20.8855     62.728  -163.359
21.1893     63.375  -162.552
21.4975     64.022  -162.611
21.8102     64.669  -161.830
22.1274     65.318  -162.212
22.4492     65.968  -161.502
22.7758     66.617  -162.260
23.1071     67.268  -161.680
23.4432     67.915  -162.674
23.7841     68.563  -162.454
24.1301     69.208  -163.548
24.4811     69.851  -163.789
24.8372     70.490  -164.973
25.1984     71.126  -165.680
25.5649     71.756  -167.033
25.9368     72.373  -168.221
26.3141     72.978  -169.716
26.6968     73.572  -171.381
27.0851     74.150  -173.178
27.4791     74.706  -175.304
27.8788     75.234  -177.120
28.2843     75.736  -179.548
28.6957     76.205   178.474
29.1131     76.649   175.634
29.5365     77.045   173.642
29.9661     77.417   170.871
30.4020     77.790   169.087
30.8442     78.126   166.396
31.2929     78.465   164.701
31.7480     78.786   161.982
32.2098     79.067   159.985
32.6783     79.357   157.440
33.1536     79.644   155.305
33.6359     79.896   152.845
34.1251     80.117   150.795
34.6215     80.329   148.674
35.1250     80.526   146.555
35.6359     80.688   144.516
36.1543     80.851   142.565
36.6802     81.020   140.919
37.2137     81.177   138.989
37.7550     81.329   137.596
38.3041     81.489   135.715
38.8613     81.644   134.288
39.4265     81.795   132.337
40.0000     81.949   131.290
40.5818     82.095   129.384
41.1721     82.239   128.305
41.7710     82.389   126.635
42.3785     82.531   125.539
42.9949     82.670   123.986
43.6203     82.815   122.826
44.2548     82.962   121.378
44.8985     83.109   120.162
45.5515     83.257   118.855
46.2141     83.406   117.621
46.8863     83.556   116.397
47.5683     83.706   115.085
48.2602     83.860   113.970
48.9621     84.019   112.617
49.6743     84.179   111.535
50.3968     84.343   110.043
51.1299     84.508   108.904
51.8736     84.656   107.249
52.6281     84.800   106.253
53.3936     84.955   104.693
54.1702     85.117   103.670
54.9581     85.281   102.078
55.7575     85.444   100.912
56.5685     85.609    99.315
57.3914     85.774    97.968
58.2261     85.934    96.327
59.0730     86.084    94.824
59.9323     86.227    93.194
60.8040     86.372    91.632
61.6884     86.519    90.019
62.5857     86.655    88.301
63.4960     86.785    86.670
64.4196     86.909    84.880
65.3566     87.030    83.290
66.3073     87.147    81.367
67.2717     87.253    79.749
68.2502     87.352    77.745
69.2429     87.442    76.150
70.2501     87.521    74.082
71.2719     87.593    72.475
72.3086     87.656    70.448
73.3603     87.711    68.810
74.4274     87.760    66.880
75.5099     87.804    65.241
76.6083     87.836    63.369
77.7226     87.844    61.654
78.8531     87.838    60.022
80.0000     87.856    58.630
81.1636     87.896    57.118
82.3442     87.927    55.471
83.5419     87.948    53.917
84.7570     87.960    52.284
85.9899     87.962    50.855
87.2406     87.961    49.309
88.5096     87.976    48.071
89.7970     88.003    46.436
91.1031     88.015    45.110
92.4282     88.021    43.479
93.7726     88.027    42.234
95.1366     88.034    40.645
96.5204     88.043    39.332
97.9243     88.047    37.714
99.3486     88.035    36.367
100.794     88.009    34.902
102.260     87.974    33.748
103.747     87.972    32.813
105.256     88.052    31.830
106.787     88.144    30.295
108.340     88.178    28.499
109.916     88.187    26.820
111.515     88.180    25.037
113.137     88.152    23.438
114.783     88.112    21.813
116.452     88.072    20.511
118.146     88.044    19.016
119.865     88.020    17.760
121.608     87.996    16.213
123.377     87.971    14.975
125.171     87.934    13.442
126.992     87.887    12.368
128.839     87.899    11.226
130.713     87.948     9.795
132.615     87.940     7.880
134.543     87.884     6.255
136.500     87.825     4.720
138.486     87.765     3.293
140.500     87.701     1.899
142.544     87.639     0.634
144.617     87.602    -0.525
146.721     87.582    -1.920
148.855     87.537    -3.367
151.020     87.466    -4.775
153.217     87.422    -5.828
155.445     87.413    -7.233
157.706     87.385    -8.670
160.000     87.328   -10.272
162.327     87.268   -11.540
164.688     87.212   -13.043
167.084     87.147   -14.366
169.514     87.072   -15.756
171.980     87.006   -16.910
174.481     86.952   -18.155
177.019     86.911   -19.295
179.594     86.877   -20.584
182.206     86.841   -21.877
184.856     86.806   -23.149
187.545     86.793   -24.447
190.273     86.778   -25.895
193.041     86.746   -27.374
195.849     86.738   -28.705
198.697     86.755   -30.305
201.587     86.770   -32.114
204.520     86.745   -34.296
207.494     86.679   -36.294
210.512     86.597   -38.377
213.574     86.493   -40.243
