Freq[Hz]     dBSPL  Phase[Deg]
5.00000     -6.684  -132.828
5.07273     -5.998  -120.848
5.14651     -5.310  -108.717
5.22137     -4.620   -96.432
5.29732     -3.929   -83.991
5.37437     -3.236   -71.389
5.45254     -2.543   -58.626
5.53185     -1.848   -45.697
5.61231     -1.152   -32.601
5.69394     -0.455   -19.333
5.77676      0.243    -5.892
5.86079      0.941     7.726
5.94604      1.641    21.523
6.03252      2.341    35.504
6.12027      3.041    49.671
6.20929      3.742    64.027
6.29961      4.444    78.575
6.39124      5.146    93.319
6.48420      5.849   108.262
6.57851      6.551   123.408
6.67420      7.255   138.759
6.77128      7.958   154.320
6.86977      8.661   170.093
6.96969      9.365  -173.918
7.07107     10.069  -157.708
7.17392     10.773  -141.276
7.27827     11.477  -124.616
7.38413     12.181  -107.726
7.49154     12.885   -90.601
7.60050     13.589   -73.238
7.71105     14.292   -55.633
7.82321     14.996   -37.782
7.93701     15.700   -19.681
8.05245     16.403    -1.325
8.16958     17.106    17.288
8.28841     17.809    36.163
8.40896     18.512    55.304
8.53128     19.214    74.716
8.65537     19.916    94.403
8.78126     20.618   114.368
8.90899     21.319   134.617
9.03857     22.020   155.154
9.17004     22.721   175.983
9.30342     23.421  -162.891
9.43874     24.121  -141.463
9.57603     24.821  -119.729
9.71532     25.520   -97.685
9.85663     26.218   -75.324
10.0000     26.916   -52.643
10.1455     27.411   152.089
10.2930     27.851   170.213
10.4427     28.296  -128.569
10.5946     28.809  -111.316
10.7487     29.384   -77.632
10.9051     30.039   -61.514
11.0637     30.739   -39.709
11.2246     31.479   -24.928
11.3879     32.247    -9.778
11.5535     33.039     3.805
11.7216     33.846    14.633
11.8921     34.658    27.138
12.0650     35.476    34.960
12.2405     36.289    46.541
12.4186     37.102    52.160
12.5992     37.905    62.965
12.7825     38.704    66.915
12.9684     39.492    77.081
13.1570     40.276    79.728
13.3484     41.047    89.063
13.5426     41.816    91.560
13.7395     42.565    99.163
13.9394     43.313   102.037
14.1421     44.052   108.203
14.3478     44.785   111.331
14.5565     45.510   116.295
14.7683     46.227   119.596
14.9831     46.936   123.558
15.2010     47.640   127.012
15.4221     48.340   130.134
15.6464     49.033   133.677
15.8740     49.720   136.052
16.1049     50.403   139.661
16.3392     51.082   141.401
16.5768     51.756   145.065
16.8179     52.428   146.255
17.0626     53.096   149.913
17.3107     53.758   150.578
17.5625     54.418   154.189
17.8180     55.078   154.741
18.0771     55.735   157.765
18.3401     56.390   158.487
18.6068     57.043   160.934
18.8775     57.694   161.795
19.1521     58.342   163.706
19.4306     58.989   164.700
19.7133     59.638   166.138
20.0000     60.286   167.194
20.2909     60.934   168.157
20.5860     61.582   169.289
20.8855     62.232   169.819
21.1893     62.880   170.959
21.4975     63.528   171.048
21.8102     64.175   172.195
22.1274     64.826   171.909
22.4492     65.478   173.008
22.7758     66.128   172.290
23.1071     66.780   173.275
23.4432     67.428   172.305
23.7841     68.077   172.889
24.1301     68.724   171.862
24.4811     69.368   171.925
24.8372     70.010   170.836
25.1984     70.647   170.377
25.5649     71.279   169.149
25.9368     71.897   168.164
26.3141     72.504   166.821
26.6968     73.100   165.312
27.0851     73.680   163.690
27.4791     74.237   161.676
27.8788     74.767   160.060
28.2843     75.271   157.706
28.6957     75.743   155.949
29.1131     76.189   153.138
29.5365     76.586   151.386
29.9661     76.961   148.612
30.4020     77.336   147.084
30.8442     77.674   144.367
31.2929     78.014   142.900
31.7480     78.338   140.188
32.2098     78.622   138.378
32.6783     78.914   135.855
33.1536     79.203   133.867
33.6359     79.458   131.453
34.1251     79.681   129.512
34.6215     79.896   127.457
35.1250     80.095   125.414
35.6359     80.261   123.458
